DOI,Year,Title,Journal,Reason
10.1016/j.apenergy.2021.117502,2021,A data-driven methodology for enhanced measurement and verification of energy efficiency savings in commercial buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.buildenv.2021.107801,2021,Simulation-assisted data-driven method for glare control with automated shading systems in office buildings,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2021.111125,2021,Effects of personal control for thermal comfort in long-distance trains,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2021.120894,2021,Application of data-driven methods for energy system modelling demonstrated on an adaptive cooling supply system,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2021.110815,2021,Data-driven optimization of building layouts for energy efficiency,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2021.102920,2021,Improved indoor air temperature and humidity control using a novel direct-expansion-based air conditioning system,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2021.110924,2021,A data-driven electric water heater scheduling and control system,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2020.102093,2021,Data-driven correlation model between human behavior and energy consumption for college teaching buildings in cold regions of China,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2021.110956,2021,A data driven method for optimal sensor placement in multi-zone buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2021.116648,2021,Experiment study of machine-learning-based approximate model predictive control for energy-efficient building control,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2021.107850,2021,A knowledge-guided and data-driven method for building HVAC systems fault diagnosis,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2021.108243,2021,Use of optimised MLP neural networks for spatiotemporal estimation of indoor environmental conditions of existing buildings,Building and Environment,Eliminated – Monitoring/Forecasting only
10.1016/j.jobe.2020.102111,2021,A data-driven fault detection and diagnosis scheme for air handling units in building HVAC systems considering undefined states,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.conengprac.2021.104841,2021,Data-driven robust model predictive control framework for stem water potential regulation and irrigation in water management,Control Engineering Practice,KEEP – operational EE/control
10.1016/j.jobe.2020.101773,2021,Development of a data driven FDD approach for building water networks: Water distribution system performance assessment rules,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2020.110500,2021,Aggregation and data driven identification of building thermal dynamic model and unmeasured disturbance,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.enbuild.2021.111478,2021,Occupancy-based energy consumption modelling using machine learning algorithms for institutional buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2020.110544,2021,The influence of building form variables on the environmental performance of semi-outdoor spaces. A study in mid-rise and high-rise buildings of Singapore,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2021.107884,2021,The in-situ implementation of a feature-rich thermostat: A building engineering and human factors approach to improve perceived control in offices,Building and Environment,KEEP – operational EE/control
10.1016/j.rser.2020.110208,2021,Recent advances on industrial data-driven energy savings: Digital twins and infrastructures,Renewable and Sustainable Energy Reviews,Eliminated – Other/Industry
10.1016/j.jobe.2021.102701,2021,Seasonal comfort temperature and occupant's adaptive behaviour in a naturally ventilated university workshop building under the composite climate of India,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2021.111377,2021,Occupancy-based HVAC control using deep learning algorithms for estimating online preconditioning time in residential buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2020.101739,2021,Energy-efficient heating control for smart buildings with deep reinforcement learning,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2021.117733,2021,Controlling distributed energy resources via deep reinforcement learning for load flexibility and energy efficiency,Applied Energy,KEEP – operational EE/control
10.1016/j.buildenv.2021.107830,2021,"Implementation of model predictive control in a large-sized, low-energy office building",Building and Environment,KEEP – operational EE/control
10.1016/j.solener.2021.08.020,2021,Integration of passive double-heating and double-cooling system into residential buildings (China) for energy saving,Solar Energy,Eliminated – unclear/other
10.1016/j.ijepes.2021.106790,2021,Data-driven stochastic unit commitment considering commercial air conditioning aggregators to provide multi-function demand response,International Journal of Electrical Power & Energy Systems,KEEP – operational EE/control
10.1016/j.enbuild.2021.111102,2021,Simulation and optimal control of heating and cooling systems: A case study of a commercial building,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111297,2021,Analysis and modeling of air conditioner usage behavior in residential buildings using monitoring data during hot and humid season,Energy and Buildings,Eliminated – Monitoring/Forecasting only
10.1016/j.renene.2021.03.148,2021,Observed impacts of utility-scale photovoltaic plant on local air temperature and energy partitioning in the barren areas,Renewable Energy,Eliminated – Renewable-only
10.1016/j.buildenv.2021.107749,2021,An occupant-centric air-conditioning system for occupant thermal preference recognition control in personal micro-environment,Building and Environment,KEEP – operational EE/control
10.1016/j.jobe.2020.101996,2021,Multivariate time series clustering and forecasting for building energy analysis: Application to weather data quality control,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.jobe.2021.103026,2021,Development of advanced controllers to extend the peak shifting possibilities in the residential buildings,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.scs.2021.103255,2021,An open-source virtual testbed for a real Net-Zero Energy Community,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2021.111432,2021,Recognizing occupant presence status in residential buildings from environment sensing data by data mining approach,Energy and Buildings,KEEP – operational EE/control
10.1016/j.scs.2021.103393,2021,A Temperature & Humidity Setback Demand Response Strategy for HVAC Systems,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.autcon.2021.103776,2021,Scientometric mapping of smart building research: Towards a framework of human-cyber-physical system (HCPS),Automation in Construction,Eliminated – Monitoring/Forecasting only
10.1016/j.enbuild.2021.111465,2021,Comfort-based control for mixed-mode buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2021.108192,2021,Comfort control and improved thermostat location in conference rooms and academic working spaces,Building and Environment,KEEP – operational EE/control
10.1016/j.solener.2021.06.082,2021,Multi-objective optimization of energy performance for a detached residential building with a sunspace using the NSGA-II genetic algorithm,Solar Energy,Eliminated – unclear/other
10.1016/j.enbuild.2021.111289,2021,Effect of an on/off HVAC control on indoor temperature distribution and cycle variability in a single-floor residential building,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.110846,2021,Agent-based stochastic model of thermostat adjustments: A demand response application,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2021.102708,2021,Hourly occupant clothing decisions in residential HVAC energy management,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2021.108036,2021,Vision-based estimation of clothing insulation for building control: A case study of residential buildings,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2021.110859,2021,Development of a novel method to detect clothing level and facial skin temperature for controlling HVAC systems,Energy and Buildings,KEEP – operational EE/control
10.1016/j.autcon.2021.103621,2021,An ontology to represent synthetic building occupant characteristics and behavior,Automation in Construction,KEEP – operational EE/control
10.1016/j.buildenv.2020.107541,2021,Occupant behaviour in mixed-mode office buildings in a subtropical climate: Beyond typical models of adaptive actions,Building and Environment,KEEP – operational EE/control
10.1016/j.jobe.2021.102606,2021,Energy management of HVAC systems in smart buildings by using fuzzy logic and M2M communication,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2021.117227,2021,Experimental test of a black-box economic model predictive control for residential space heating,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2021.111163,2021,Optimal energy management in smart sustainable buildings – A chance-constrained model predictive control approach,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111408,2021,A novel approach for the calculation of the energy savings of heat metering for different kinds of buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.110828,2021,The recent residential apartment buildings’ thermal performance under the combined effect of the global and the local warming,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110627,2021,Study on the distributed model predictive control for multi-zone buildings in personalized heating,Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2021.108349,2021,A growth curve-based Bayesian hierarchical model for multi-building energy use data analysis,Building and Environment,Eliminated – unclear/other
10.1016/j.rser.2021.110929,2021,Practical issues in implementing machine-learning models for building energy efficiency: Moving beyond obstacles,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.enbuild.2021.111218,2021,End-to-end deep meta modelling to calibrate and optimize energy consumption and comfort,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101498,2021,Proxy zone-level energy use estimation in a commercial building with a variable air volume system,Journal of Building Engineering,Eliminated – Monitoring/Forecasting only
10.1016/j.jobe.2021.102349,2021,Thermal and energy performance of medical offices of a heritage hospital building,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2021.110761,2021,The impact of vertical vegetation on thermal performance of high-rise office building facades in Mediterranean climate,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2021.117602,2021,Generalized reinforcement learning for building control using Behavioral Cloning,Applied Energy,KEEP – operational EE/control
10.1016/j.renene.2020.09.066,2021,Cooling of office buildings in cold climates using direct ground-coupled active chilled beams,Renewable Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110567,2021,Are the dwellings of historic Mediterranean cities cold in winter? A field assessment on their indoor environment and energy performance,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.110775,2021,Data pre-processing and optimization techniques for stochastic and deterministic low-order grey-box models of residential buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2021.102812,2021,An improved stacking ensemble learning-based sensor fault detection method for building energy systems using fault-discrimination information,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.scs.2021.103316,2021,Blockchain-based solution for energy demand-side management of residential buildings,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.jobe.2021.102270,2021,Online model for indoor temperature control based on building thermal process of air conditioning system,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2021.111448,2021,A holistic fault impact analysis of the high-performance sequences of operation for HVAC systems: Modelica-based case study in a medium-office building,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111376,2021,Development of electricity consumption profiles of residential buildings based on smart meter data clustering,Energy and Buildings,Eliminated – Monitoring/Forecasting only
10.1016/j.enbuild.2021.110733,2021,Statistical characterization of semi-supervised neural networks for fault detection and diagnosis of air handling units,Energy and Buildings,KEEP – operational EE/control
10.1016/j.aei.2021.101440,2021,Living labs as an opportunity for experiential learning in building engineering education,Advanced Engineering Informatics,Eliminated – unclear/other
10.1016/j.enbuild.2021.110871,2021,Optimization of the passive house concept for residential buildings in the South-Brazilian region,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2021.102587,2021,Building Information Modeling approach to optimize energy efficiency in educational buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2021.110838,2021,On the potential of demand-controlled ventilation system to enhance indoor air quality and thermal condition in Australian school classrooms,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111534,2021,Occupancy analysis in commercial building cooling energy modelling with domestic water and electricity consumption,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111401,2021,"Field study of cold radiant asymmetry caused by exterior built elements of educational buildings in severe cold area, China",Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.111505,2021,Comparison of machine-learning models for predicting short-term building heating load using operational parameters,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.110980,2021,Machine learning-based cooling load prediction and optimal control for mechanical ventilative cooling in high-rise buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111105,2021,Assessment of probabilistic models to estimate the occupancy state in office buildings using indoor parameters and user-related variables,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2021.119961,2021,A new feedback predictive model for improving the operation efficiency of heating station based on indoor temperature,Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.110551,2021,Thermal adaptation of buildings and people for energy saving in extreme cold climate of Nepal,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110530,2021,Characterisation of thermal energy dynamics of residential buildings with scarce data,Energy and Buildings,Eliminated – unclear/other
10.1016/j.applthermaleng.2021.117469,2021,Optimal control of fan coil battery air and water flow rates requiring minimal on-line measurements,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2021.110992,2021,Physics-constrained deep learning of multi-zone building thermal dynamics,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2021.108141,2021,Multi-objective optimization of passive energy efficiency measures for net-zero energy building in Morocco,Building and Environment,KEEP – operational EE/control
10.1016/j.apenergy.2021.117303,2021,Quantitative impact analysis of driving factors on annual residential building energy end-use combining machine learning and stochastic methods,Applied Energy,Eliminated – unclear/other
10.1016/j.apenergy.2020.116096,2021,A fundamental unified framework to quantify and characterise energy flexibility of residential buildings with multiple electrical and thermal energy systems,Applied Energy,KEEP – operational EE/control
10.1016/j.energy.2021.120493,2021,Understanding energy demand behaviors through spatio-temporal smart meter data analysis,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2021.110831,2021,Tall buildings cluster form rationalization in a Nordic climate by factoring in indoor-outdoor comfort and energy,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.111302,2021,"The role of hybrid systems in the decarbonization of residential heritage buildings in mediterranean climate. A case study in Seville, Spain",Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101731,2021,Thermal performance and apparent temperature in school buildings: A case of cross-laminated timber (CLT) school development,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.buildenv.2021.107667,2021,Fault detection and diagnosis for multiple faults of VAV terminals using self-adaptive model and layered random forest,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2021.111457,2021,Non-linear grey-box modelling for heat dynamics of buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.ymssp.2020.107374,2021,PhyMDAN: Physics-informed knowledge transfer between buildings for seismic damage diagnosis through adversarial learning,Mechanical Systems and Signal Processing,Eliminated – unclear/other
10.1016/j.jobe.2021.102676,2021,Performance assessment of different measured variables from onboard monitoring system to obtain the occupancy patterns of rooms in an office building,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2021.111261,2021,Adaptive predictive control method for improving control stability of air-conditioning terminal in public buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2021.102399,2021,Quantifying occupant's adaptive actions for controlling indoor environment in naturally ventilated buildings under composite climate of India,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2021.117821,2021,Zero energy potential of photovoltaic direct-driven air conditioners with considering the load flexibility of air conditioners,Applied Energy,KEEP – operational EE/control
10.1016/j.jclepro.2021.126021,2021,A regression-based framework to examine thermal loads of buildings,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.autcon.2021.103900,2021,Computational approach to extend the air-conditioning usage to adaptive comfort: Adaptive-Comfort-Control-Implementation Script,Automation in Construction,KEEP – operational EE/control
10.1016/j.enbuild.2021.110832,2021,Model predictive control optimization for rapid response and energy efficiency based on the state-space model of a radiant floor heating system,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111054,2021,An inquiry into the capabilities of baseline building energy modelling approaches to estimate energy savings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.rser.2020.110618,2021,Applications of reinforcement learning in energy systems,Renewable and Sustainable Energy Reviews,KEEP – operational EE/control
10.1016/j.enbuild.2020.110597,2021,Potential and practical management of hybrid ventilation in buildings,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2021.111193,2021,A combined genetic optimization with AdaBoost ensemble model for anomaly detection in buildings electricity consumption,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2021.117655,2021,Missing data imputation using mixture factor analysis for building electric load data,Applied Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.102113,2021,Self-shaping building skin: Comparative environmental performance investigation of shape-memory-alloy (SMA) response and artificial-intelligence (AI) kinetic control,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.rser.2021.111490,2021,Techno-economic analysis and energy modelling as a key enablers for smart energy services and technologies in buildings,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.jobe.2021.103017,2021,Model predictive control strategy using encoder-decoder recurrent neural networks for smart control of thermal environment,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2021.116889,2021,Advanced forecasting and disturbance modelling for model predictive control of smart energy systems,Applied Energy,KEEP – operational EE/control
10.1016/j.apenergy.2021.116605,2021,A real-time optimal control strategy for multi-zone VAV air-conditioning systems adopting a multi-agent based distributed optimization method,Applied Energy,KEEP – operational EE/control
10.1016/j.apenergy.2021.117200,2021,"Sensitivity analysis on energy performance, thermal and visual discomfort of a prefabricated house in six climate zones in Australia",Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2021.111093,2021,Indoor environmental quality and energy consumption real-time assessment: A field measurement of a nearly zero-energy building in cold region of China,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.102095,2021,Optimization of a university timetable considering building energy efficiency: An approach based on the building controls virtual test bed platform using a genetic algorithm,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.autcon.2021.103978,2021,Learning-guided point cloud vectorization for building component modeling,Automation in Construction,Eliminated – unclear/other
10.1016/j.enbuild.2021.111024,2021,Influence of the type of thermostat on the energy saving obtained with adaptive setpoint temperatures: Analysis in the current and future scenario,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.jobe.2021.102687,2021,Investigating the energy flexibility of Dutch office buildings on single building level and building cluster level,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2021.108164,2021,Learning-based CO2 concentration prediction: Application to indoor air quality control using demand-controlled ventilation,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2021.111183,2021,Measurement and Verification for multiple buildings: An innovative baseline model selection framework applied to real energy performance contracts,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.110766,2021,A simple building energy model in form of an equivalent outdoor temperature,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110537,2021,Estimating thermal parameters of a commercial building: A meta-heuristic approach,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110607,2021,Passive control strategies for cooling a non-residential nearly zero energy office: Simulated comfort resilience now and in the future,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.110833,2021,Building HVAC control with reinforcement learning for reduction of energy cost and demand charge,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2021.120678,2021,Energy and flow demand analysis of domestic hot water in an apartment complex using a smart meter,Energy,Eliminated – unclear/other
10.1016/j.apenergy.2021.116848,2021,A fresh (air) look at ventilation for COVID-19: Estimating the global energy savings potential of coupling natural ventilation with novel radiant cooling strategies,Applied Energy,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2021.111195,2021,"Data mining cubes for buildings, a generic framework for multidimensional analytics of building performance data",Energy and Buildings,Eliminated – Monitoring/Forecasting only
10.1016/j.scitotenv.2021.146047,2021,Data fusion in buildings: Synthesis of high-resolution IEQ and occupant tracking data,Science of The Total Environment,KEEP – operational EE/control
10.1016/j.apenergy.2021.117721,2021,"Using energy saving deficit distributions to assess calculated, deemed and metered electricity savings estimations",Applied Energy,Eliminated – Monitoring/Forecasting only
10.1016/j.buildenv.2021.108353,2021,"Thermal conditions in households and assessment of building's flexibility potential. Variations in time, space and between dwellings",Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2021.111384,2021,Experimental investigation on thermal inertia characterization of commercial buildings for demand response,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2021.117429,2021,Thermal load prediction and operation optimization of office building with a zone-level artificial neural network and rule-based control,Applied Energy,KEEP – operational EE/control
10.1016/j.jobe.2021.103027,2021,Operation of climate-adaptive building shells utilizing machine learning under sparse data conditions,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2021.108390,2021,Sociodemographic variations in the association between indoor environmental quality in school buildings and student performance,Building and Environment,Eliminated – unclear/other
10.1016/j.jobe.2020.102058,2021,An automated process to calibrate building energy model based on schedule tuning and signed directed graph method,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2021.110749,2021,Performance analysis on system-level integration and operation of daytime radiative cooling technology for air-conditioning in buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.apenergy.2021.117458,2021,System-level virtual sensing method in building energy systems using autoencoder: Under the limited sensors and operational datasets,Applied Energy,KEEP – operational EE/control
10.1016/j.jobe.2021.102395,2021,Gap theory based performance analysis: A case study of an Indian hostel building with passive architectural character,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.jobe.2021.102246,2021,Data mining approach for improving the optimal control of HVAC systems: An event-driven strategy,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.buildenv.2020.107529,2021,An innovative shading controller for blinds in an open-plan office using machine learning,Building and Environment,KEEP – operational EE/control
10.1016/j.scs.2021.102804,2021,Does historical data still count? Exploring the applicability of smart building applications in the post-pandemic period,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2021.111210,2021,Fast simulation and high-fidelity reduced-order model of the multi-zone radiant floor system for efficient application to model predictive control,Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2021.108066,2021,Autoencoder-driven fault detection and diagnosis in building automation systems: Residual-based and latent space-based approaches,Building and Environment,KEEP – operational EE/control
10.1016/j.energy.2021.120928,2021,Strategy for low-temperature operation of radiator systems using data from existing digital heat cost allocators,Energy,KEEP – operational EE/control
10.1016/j.enbuild.2021.111303,2021,Occupancy and occupant activity drivers of energy consumption in residential buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2021.120725,2021,Coordinated energy management for a cluster of buildings through deep reinforcement learning,Energy,KEEP – operational EE/control
10.1016/j.enbuild.2021.110760,2021,"Energy poverty, occupant comfort, and wellbeing in internally displaced people’s residences in Sri Lanka",Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2021.111501,2021,Influence of the moisture driving force of moisture adsorption and desorption on indoor hygrothermal environment and building thermal load,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.110826,2021,A study on the transferability of computational models of building electricity load patterns across climatic zones,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2021.110953,2021,Detecting deficiencies using building performance data in healthcare facilities: Improving operational efficiency with Continuous Commissioning ®,Energy and Buildings,KEEP – operational EE/control
10.1016/j.enbuild.2020.110601,2021,A data mining-based framework for the identification of daily electricity usage patterns and anomaly detection in building electricity consumption data,Energy and Buildings,Eliminated – Monitoring/Forecasting only
10.1016/j.jclepro.2021.128742,2021,Assessing the impact of courtyards in cooling energy demand in buildings,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.enbuild.2020.110666,2021,In-situ application of an ANN algorithm for optimized chilled and condenser water temperatures set-point during cooling operation,Energy and Buildings,KEEP – operational EE/control
10.1016/j.applthermaleng.2021.117069,2021,Experimental investigation on the control performance of an active chilled beam system under dynamic cooling loads,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2020.116091,2021,A real-time diagnostic tool for evaluating the thermal performance of nearly zero energy buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.jobe.2021.102891,2021,Effective factors for residential building energy modeling using feature engineering,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.buildenv.2020.107561,2021,The effect of occupant distribution on energy consumption and COVID-19 infection in buildings: A case study of university building,Building and Environment,KEEP – operational EE/control
10.1016/j.apenergy.2021.117149,2021,Community-scale interaction of energy efficiency and demand flexibility in residential buildings,Applied Energy,KEEP – operational EE/control
10.1016/j.ymssp.2020.107460,2021,Statistical correlation between environmental time series and data from long-term monitoring of buildings,Mechanical Systems and Signal Processing,Eliminated – Monitoring/Forecasting only
10.1016/j.applthermaleng.2021.117335,2021,Accelerating self-optimization control of refrigerant cycles with Bayesian optimization and adaptive moment estimation,Applied Thermal Engineering,KEEP – operational EE/control
10.1016/j.apenergy.2021.117103,2021,Automated terminal unit performance analysis employing x-RBF neural network and associated energy optimisation – A case study based approach,Applied Energy,Eliminated – unclear/other
10.1016/j.jclepro.2020.124441,2021,"Correlations, variations, and modelling of indoor environment in a mechanically-ventilated pig building",Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.measurement.2020.108438,2021,A framework for remote in-service metrological surveillance of energy meters,Measurement,Eliminated – unclear/other
10.1016/j.jobe.2021.102368,2021,Subjective thermal response driving indoor comfort perception: A novel experimental analysis coupling building information modelling and virtual reality,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2021.110730,2021,Energy use intensity disaggregation in institutional buildings – A data analytics approach,Energy and Buildings,Eliminated – unclear/other
10.1016/j.scs.2021.103166,2021,Development of real-time adaptive model-free extremum seeking control for CFD-simulated thermal environment,Sustainable Cities and Society,KEEP – operational EE/control
10.1016/j.autcon.2021.103580,2021,Building energy performance assessment using linked data and cross-domain semantic reasoning,Automation in Construction,Eliminated – unclear/other
10.1016/j.enbuild.2020.110535,2021,Numerical modelling of the operational effects on the thermochemical reactor performance,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2020.101870,2021,Energy consumption characteristics and influential use behaviors in university dormitory buildings in China's hot summer-cold winter climate region,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2021.111288,2021,Effects of Real-Time Energy Feedback and Normative Comparisons: Results from a Multi-Year Field Study in a Multi-Unit Residential Building,Energy and Buildings,Eliminated – unclear/other
