DOI,Year,Title,Journal,Reason
10.1016/j.buildenv.2019.106490,2020,Evaluating the effect of trees on UHI mitigation and reduction of energy usage in different built up areas in Cairo,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2019.106518,2020,"Modeling and data infrastructure for human-centric design and operation of sustainable, healthy buildings through a case study",Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2019.109566,2020,Bayesian filtering for building occupancy estimation from carbon dioxide concentration,Energy and Buildings,KEEP – operational EE/control
10.1016/j.jobe.2020.101247,2020,"An optimization model for the long-term energy planning based on useful energy, economic and environmental pollution reduction in residential sector: A case of Iran",Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.enbuild.2020.109901,2020,Change-point modeling analysis for multi-residential buildings: A case study in South Korea,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2020.120497,2020,Exploring a strategy for tall office buildings based on thermal energy consumption from industrialized perspective: An empirical study in China,Journal of Cleaner Production,Eliminated – Other/Industry
10.1016/j.enbuild.2020.110276,2020,Closing the building energy performance gap through component level analysis and stakeholder collaborations,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101637,2020,Estimating surface temperature from thermal imagery of buildings for accurate thermal transmittance (U-value): A machine learning perspective,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109781,2020,Influence of air-conditioning systems on buoyancy driven air infiltration in large space buildings: A case study of a railway station,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.autcon.2020.103273,2020,Optimal placement of triaxial accelerometers using hypotrochoid spiral optimization algorithm for automated monitoring of high-rise buildings,Automation in Construction,Eliminated – Monitoring/Forecasting only
10.1016/j.jobe.2020.101505,2020,Multi-objective optimization of building energy performance using a particle swarm optimizer with less control parameters,Journal of Building Engineering,KEEP – operational EE/control
10.1016/j.enbuild.2020.110374,2020,Thermoelectric air conditioning undergarment for personal thermal management and HVAC energy saving,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2020.114881,2020,Method to improve performance of building integrated photovoltaic thermal system having optimum tilt and facing directions,Applied Energy,Eliminated – Renewable-only
10.1016/j.enbuild.2020.110408,2020,Building commissioning costs and savings across three decades and 1500 North American buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2020.118116,2020,Energy efficiency of end-user groups for personalized HVAC control in multi-zone buildings,Energy,KEEP – operational EE/control
10.1016/j.autcon.2020.103150,2020,Automated staff assignment for building maintenance using natural language processing,Automation in Construction,Eliminated – unclear/other
10.1016/j.enbuild.2020.109963,2020,Decision support methodologies and day-ahead optimization for smart building energy management in a dynamic pricing scenario,Energy and Buildings,KEEP – operational EE/control
10.1016/j.buildenv.2020.107246,2020,Multi-dimensional analysis of air-conditioning energy use for energy-saving management in university teaching buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.apenergy.2020.116018,2020,Estimating residential building energy consumption using overhead imagery,Applied Energy,Eliminated – unclear/other
10.1016/j.autcon.2020.103349,2020,Adaptive optimal monthly peak building demand limiting strategy based on exploration-exploitation tradeoff,Automation in Construction,Eliminated – unclear/other
10.1016/j.enbuild.2020.110440,2020,Investigation of mechanical ventilation for cooling in high-rise buildings,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2019.101101,2020,A model of heat gain calculation for buildings with shuttle louvers: Verification and a case study,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.energy.2020.118770,2020,Modeling and planning of smart buildings energy in power system considering demand response,Energy,KEEP – operational EE/control
10.1016/j.energy.2019.116874,2020,Realisation of energy performance targets of an old apartment building renovated to nZEB,Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.101706,2020,A reliable numerical model for assessing the thermal behavior of a dome building,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.rser.2019.109580,2020,Towards net zero energy in industrial and commercial buildings in Portugal,Renewable and Sustainable Energy Reviews,Eliminated – Other/Industry
10.1016/j.buildenv.2019.106505,2020,"Building fault detection and diagnostics: Achieved savings, and methods to evaluate algorithm performance",Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2020.109999,2020,A novel method of building climate subdivision oriented by reducing building energy demand,Energy and Buildings,Eliminated – unclear/other
10.1016/j.rser.2019.109681,2020,Assessing the impact of climate change on building heating and cooling energy demand in Canada,Renewable and Sustainable Energy Reviews,Eliminated – Planning/Top-down
10.1016/j.enbuild.2020.109762,2020,An assessment of the load modifying potential of model predictive controlled dynamic facades within the California context,Energy and Buildings,KEEP – operational EE/control
10.1016/j.energy.2019.116505,2020,Determination of the optimal defrosting initiating time point for an ASHP unit based on the minimum loss coefficient in the nominal output heating energy,Energy,Eliminated – unclear/other
10.1016/j.scitotenv.2020.139356,2020,Impact of building ventilation systems and habitual indoor incense burning on SARS-CoV-2 virus transmissions in Middle Eastern countries,Science of The Total Environment,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2020.107355,2020,Application of Internet of Things in academic buildings for space use efficiency using occupancy and booking data,Building and Environment,KEEP – operational EE/control
10.1016/j.enbuild.2020.109899,2020,Quantification of energy savings from an awareness program using NARX-ANN in an educational building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110263,2020,"Best practices and recent advances in hydronic radiant cooling systems – Part II: Simulation, control, and integration",Energy and Buildings,KEEP – operational EE/control
10.1016/j.measurement.2019.107152,2020,Field verification of thermal energy meters through ultrasonic clamp-on master meters,Measurement,Eliminated – unclear/other
10.1016/j.scs.2020.102063,2020,New electrostatic precipitator with dielectric coatings to efficiently and safely remove sub-micro particles in the building environment,Sustainable Cities and Society,Eliminated – Materials/Envelope
10.1016/j.conengprac.2020.104427,2020,Distributed agent-based building grey-box model identification,Control Engineering Practice,Eliminated – unclear/other
10.1016/j.rser.2020.109886,2020,Assessment of building energy modelling studies to meet the requirements of the new Energy Performance of Buildings Directive,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.jobe.2020.101524,2020,Reduction and transformation of energy use data for end-user group categorization in dormitory buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109799,2020,The relationship between energy use and space use of higher educational buildings in subtropical Australia,Energy and Buildings,Eliminated – unclear/other
10.1016/j.rser.2020.110051,2020,Energy demand science for a decarbonized society in the context of the residential sector,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.apenergy.2019.114322,2020,A residential energy management system with bi-level optimization-based bidding strategy for day-ahead bi-directional electricity trading,Applied Energy,KEEP – operational EE/control
10.1016/j.enbuild.2020.109791,2020,Energy saving impact of occupancy-driven thermostat for residential buildings,Energy and Buildings,KEEP – operational EE/control
10.1016/j.ymssp.2020.106958,2020,Smart dampers-based vibration control – Part 1: Measurement data processing,Mechanical Systems and Signal Processing,KEEP – operational EE/control
10.1016/j.enbuild.2019.109647,2020,Calibrating models for MPC of energy systems in buildings using an adjoint-based sensitivity method,Energy and Buildings,KEEP – operational EE/control
