DOI,Year,Title,Journal
10.1016/j.solener.2015.01.035,2015,Comparative assessment of vernacular passive cooling techniques for improving indoor thermal comfort of modern terraced houses in hot–humid climate of Malaysia,Solar Energy
10.1016/j.rser.2014.10.105,2015,Thermal comfort models for indoor spaces and vehicles—Current capabilities and future perspectives,Renewable and Sustainable Energy Reviews
10.1016/j.buildenv.2015.04.036,2015,Effects of temperature and supply airflow rate on thermal comfort in a stratum-ventilated room,Building and Environment
10.1016/j.proeng.2015.09.197,2015,Analysis of Indoor Thermal Comfort of Test Model Building Installing Double-Glazed Window with Curtains Based on CFD,Procedia Engineering
10.1016/j.egypro.2015.07.218,2015,Thermal Comfort Analysis of PMV Model Prediction in Air Conditioned and Naturally Ventilated Buildings,Energy Procedia
10.1016/j.buildenv.2014.05.013,2015,Psychological and physical impact of urban green spaces on outdoor thermal comfort during summertime in The Netherlands,Building and Environment
10.1016/j.buildenv.2015.10.016,2015,"Impacts of mesic and xeric urban vegetation on outdoor thermal comfort and microclimate in Phoenix, AZ",Building and Environment
10.1016/j.buildenv.2015.10.020,2015,Studies of thermal comfort and space use in an urban park square in cool and cold seasons in Shanghai,Building and Environment
10.1016/j.buildenv.2015.10.017,2015,On the improvement of thermal comfort of university students by using electrically and chemically heated clothing in a cold classroom environment,Building and Environment
10.1016/j.proeng.2015.08.1093,2015,"Thermal Comfort in Naturally Ventilated Apartments in Surabaya, Indonesia",Procedia Engineering
10.1016/j.buildenv.2015.07.032,2015,Effects of temperature steps on human health and thermal comfort,Building and Environment
10.1016/j.enbuild.2015.05.042,2015,Thermal comfort in offices in India: Behavioral adaptation and the effect of age and gender,Energy and Buildings
10.1016/j.proeng.2015.06.125,2015,Features of Materials versus Thermal Comfort in a Passive Building,Procedia Engineering
10.1016/j.enbuild.2015.09.047,2015,Retrofitting with low-temperature heating to achieve energy-demand savings and thermal comfort,Energy and Buildings
10.1016/j.enbuild.2015.04.004,2015,"Effects of return air vent height on energy consumption, thermal comfort conditions and indoor air quality in an under floor air distribution system",Energy and Buildings
10.1016/j.buildenv.2015.10.019,2015,Evaluation and improvement of outdoor thermal comfort in urban areas on extreme temperature days: Applications of automatic algorithms,Building and Environment
10.1016/j.egypro.2015.11.230,2015,Thermal Comfort and Visual Comfort in an Office Building Equipped with Smart Electrochromic Glazing: An Experimental Study,Energy Procedia
10.1016/j.proeng.2015.09.115,2015,"Analysis of Thermal Comfort and Energy Consumption in Long Time Large Educational Halls (Studios), Assiut University, Egypt",Procedia Engineering
10.1016/j.enbuild.2014.10.035,2015,Performance assessment of a passive solar building for thermal comfort and energy saving in a hilly terrain of India,Energy and Buildings
10.1016/j.enbuild.2015.07.020,2015,The use of adaptive thermal comfort models to evaluate the summer performance of a Mediterranean earth building,Energy and Buildings
10.1016/j.buildenv.2014.09.010,2015,Extending air temperature setpoints: Simulated energy savings and design considerations for new and retrofit buildings,Building and Environment
10.1016/j.buildenv.2015.06.028,2015,A comparison of thermal comfort conditions in four urban spaces by means of measurements and modelling techniques,Building and Environment
10.1016/j.egypro.2015.11.459,2015,CFD Analysis on Thermal Comfort and Energy Consumption Effected by Partitions in Air-Conditioned Building,Energy Procedia
10.1016/j.jobe.2015.10.003,2015,"A field study of indoor thermal comfort in the subtropical highland climate of Bogota, Colombia",Journal of Building Engineering
10.1016/j.scs.2014.08.011,2015,Development of thermal comfort models for various climatic zones of North-East India,Sustainable Cities and Society
10.1016/j.renene.2014.05.060,2015,Numerical studies of the outdoor wind environment and thermal comfort at pedestrian level in housing blocks with different building layout patterns and trees arrangement,Renewable Energy
10.1016/j.buildenv.2015.01.005,2015,Indoor air temperature monitoring: A method lending support to management and design tested on a wine-aging room,Building and Environment
10.1016/j.enbuild.2015.10.029,2015,Thermal comfort in naturally ventilated buildings with double skin façade under tropical climate conditions: The influence of key design parameters,Energy and Buildings
10.1016/j.egypro.2015.11.011,2015,The Impact of Refurbishment on Thermal Comfort in Post-war Office Buildings,Energy Procedia
10.1016/j.proeng.2015.09.060,2015,Influence of Natural Ventilation on Thermal Comfort in Semi-open Building under Early Summer Climate in the Area of Tropical Island,Procedia Engineering
10.1016/j.egypro.2015.11.668,2015,Thermal Comfort for Users According to the Brazilian Housing Buildings Performance Standards,Energy Procedia
10.1016/j.applthermaleng.2015.08.077,2015,Thermal comfort study of a building equipped with thermoelectric air duct system for tropical climate,Applied Thermal Engineering
10.1016/j.ijrefrig.2015.04.008,2015,Acquiring the best cooling strategy based on thermal comfort and 3E analyses for small scale residential buildings at diverse climatic conditions,International Journal of Refrigeration
10.1016/j.proeng.2015.11.114,2015,Thermal Comfort of Wood-wall House in Coastal and Mountainous Region in Tropical Area,Procedia Engineering
10.1016/j.egypro.2015.11.669,2015,Experimental Research of Thermal Comfort Conditions in Small Test Buildings with Different Types of Heating,Energy Procedia
10.1016/j.proeng.2015.09.157,2015,Study on Human Physiological Adaptation of Thermal Comfort Under Building Environment,Procedia Engineering
10.1016/j.buildenv.2015.05.019,2015,Climate change and thermal comfort in Southern Europe housing: A case study from Lisbon,Building and Environment
10.1016/j.egypro.2015.11.785,2015,Different Strategies for Improving Summer Thermal Comfort in Heavyweight Traditional Buildings,Energy Procedia
10.1016/j.egypro.2015.11.049,2015,Energy Consumption and Thermal Comfort Assessment in Retail Stores: Monitoring and Dynamic Simulation Applied to a Case Study in Turin,Energy Procedia
10.1016/j.proeng.2015.06.187,2015,Influence of the Balcony Glazing Construction on Thermal Comfort of Apartments in Retrofitted Large Panel Buildings,Procedia Engineering
10.1016/j.egypro.2015.11.754,2015,Data Driven Approaches for Prediction of Building Energy Consumption at Urban Level,Energy Procedia
10.1016/j.proeng.2015.08.1043,2015,"The Influence of Urban Geometry on Thermal Comfort and Energy Consumption in Residential Building of Hot Arid Climate, Assiut, Egypt",Procedia Engineering
10.1016/j.buildenv.2015.05.024,2015,"A thermal comfort field study of naturally ventilated classrooms in Kharagpur, India",Building and Environment
10.1016/j.buildenv.2015.04.013,2015,Assessment of the influence of daily shadings pattern on human thermal comfort and attendance in Rome during summer period,Building and Environment
10.1016/j.applthermaleng.2014.09.014,2015,A study of the social acceptability of a proposal to improve the thermal comfort of a traditional dwelling,Applied Thermal Engineering
10.1016/j.enbuild.2015.06.086,2015,Using footwarmers in offices for thermal comfort and energy savings,Energy and Buildings
10.1016/j.scs.2015.07.016,2015,"Urban microclimate analysis with consideration of local ambient temperature, external heat gain, urban ventilation, and outdoor thermal comfort in the tropics",Sustainable Cities and Society
10.1016/j.buildenv.2014.12.006,2015,An adaptive thermal comfort model for the tropical climatic regions of India (Köppen climate type A),Building and Environment
10.1016/j.rser.2015.04.017,2015,Assessing the thermal comfort and ventilation in Malaysia and the surrounding regions,Renewable and Sustainable Energy Reviews
10.1016/j.buildenv.2015.01.009,2015,Thermal comfort design zone delineation for India using GIS,Building and Environment
10.1016/j.egypro.2015.07.589,2015,An Assessment of Thermal Comfort and Users’ “Perceptions” in Office Buildings - Case of Arid Areas with Hot and Dry Climate -,Energy Procedia
10.1016/j.proeng.2015.09.083,2015,Thermal Comfort in High-rise Urban Environments in Singapore,Procedia Engineering
10.1016/j.enbuild.2014.12.015,2015,Numerical optimisation of thermal comfort improvement for indoor environment with occupants and furniture,Energy and Buildings
10.1016/j.buildenv.2015.10.007,2015,"Analysis of microclimatic diversity and outdoor thermal comfort perceptions in the tropical megacity Dhaka, Bangladesh",Building and Environment
10.1016/j.energy.2015.04.045,2015,Predictive modeling and optimization of a multi-zone HVAC system with data mining and firefly algorithms,Energy
10.1016/j.enbuild.2015.09.071,2015,Numerical investigation on the airflow characteristics and thermal comfort in buoyancy-driven natural ventilation rooms,Energy and Buildings
10.1016/j.enbuild.2014.09.084,2015,Design charts for sizing <ce:italic>CC</ce:italic>/<ce:italic>DV</ce:italic> system aided with personalized evaporative cooler to the desired thermal comfort,Energy and Buildings
10.1016/j.buildenv.2015.07.006,2015,Effect of thermal transient on human thermal comfort in temporarily occupied space in winter – A case study in Tianjin,Building and Environment
10.1016/j.renene.2015.06.003,2015,An evaluation and model of the Chinese Kang system to improve indoor thermal comfort in northeast rural China – Part-1: Model development,Renewable Energy
10.1016/j.proeng.2015.09.038,2015,Thermal Comfort during Summer in a High-speed Railway Station in Cold Region of China,Procedia Engineering
10.1016/j.buildenv.2015.07.016,2015,A case study on human bio-heat transfer and thermal comfort within CFD,Building and Environment
10.1016/j.proeng.2015.09.118,2015,Investigation of Human Thermal Comfort in Sleeping Environments Based on the Effects of Bed Climate,Procedia Engineering
10.1016/j.buildenv.2015.03.019,2015,"Prediction of thermal comfort, IAQ, and energy consumption in a dense occupancy environment with the under floor air distribution system",Building and Environment
10.1016/j.proeng.2015.09.103,2015,Effect of Thermal Plume on Personal Thermal Comfort in Displacement Ventilation at One Side of the Room,Procedia Engineering
10.1016/j.apenergy.2015.01.145,2015,Intelligent energy and thermal comfort management in grid-connected microgrids with heterogeneous occupancy schedule,Applied Energy
10.1016/j.proeng.2015.08.457,2015,"Potential Contribution of Urban Developments to Outdoor Thermal Comfort Conditions: The Influence of Urban Geometry and Form in Worcester, Massachusetts, USA",Procedia Engineering
10.1016/j.buildenv.2015.04.015,2015,Appropriate indoor operative temperature and bedding micro climate temperature that satisfies the requirements of sleep thermal comfort,Building and Environment
10.1016/j.egypro.2015.11.658,2015,Thermal Comfort in Office Buildings in Line with a New German Acoustic Guideline,Energy Procedia
10.1016/j.buildenv.2015.07.005,2015,Climatic and thermal comfort analysis of the Tel-Aviv Geddes Plan: A historical perspective,Building and Environment
10.1016/j.buildenv.2015.01.018,2015,An integrated approach for ventilation's assessment on outdoor thermal comfort,Building and Environment
10.1016/j.buildenv.2015.05.041,2015,A study on the thermal comfort and clothing insulation characteristics of preschool children in Korea,Building and Environment
10.1016/j.proeng.2015.09.114,2015,Numerical Simulation on Indoor Thermal Comfort of a new Integrated Rural Heating System,Procedia Engineering
10.1016/j.enbuild.2015.05.018,2015,"Impact of façade window design on energy, daylighting and thermal comfort in nearly zero-energy houses",Energy and Buildings
10.1016/j.scs.2015.05.007,2015,Modeling the determinants of large-scale building water use: Implications for data-driven urban sustainability policy,Sustainable Cities and Society
10.1016/j.renene.2015.06.002,2015,An evaluation and model of the Chinese Kang system to improve indoor thermal comfort in northeast rural China – Part-2: Result analysis,Renewable Energy
10.1016/j.scs.2014.08.005,2015,A study of vaulted roof assisted evaporative cooling channel for natural cooling of 1-floor buildings,Sustainable Cities and Society
10.1016/j.buildenv.2014.11.015,2015,Design criteria of built thermal environment for Hot Summer & Warm Winter zone of China,Building and Environment
10.1016/j.enbuild.2015.04.029,2015,"Field tests of an adaptive, model-predictive heating controller for residential buildings",Energy and Buildings
10.1016/j.buildenv.2015.01.006,2015,Implementation of green building specification credits for better thermal conditions in naturally ventilated school buildings,Building and Environment
10.1016/j.egypro.2015.11.055,2015,Combined Retrofitting with Low Temperature Heating and Ventilation Energy Savings,Energy Procedia
10.1016/j.proeng.2015.09.030,2015,Numerical Simulation of Indoor Thermal Environment Effected by Air Supply Temperature and Grille Angle on Stratum Ventilation in a Typical Office,Procedia Engineering
10.1016/j.buildenv.2014.10.015,2015,Comparative study on the indoor environment quality of green office buildings in China with a long-term field measurement and investigation,Building and Environment
10.1016/j.buildenv.2014.08.011,2015,Towards dynamic thermal performance benchmarks for naturally ventilated buildings in a hot-dry climate,Building and Environment
10.1016/j.enbuild.2015.09.032,2015,Combined thermal and daylight analysis of a typical public rental housing development to fulfil green building guidance in Hong Kong,Energy and Buildings
10.1016/j.buildenv.2014.12.023,2015,Comparisons of inverse modeling approaches for predicting building energy performance,Building and Environment
10.1016/j.proeng.2015.09.073,2015,The Improvement of Ventilation Design in School Buildings Using CFD Simulation,Procedia Engineering
10.1016/j.enbuild.2014.11.055,2015,Thermal performance analysis of an emergency shelter using dynamic building simulation,Energy and Buildings
10.1016/j.enbuild.2015.02.050,2015,Building model calibration using energy and environmental data,Energy and Buildings
10.1016/j.enbuild.2015.04.015,2015,Automatic extraction of reduced-order models from CFD simulations for building energy modelling,Energy and Buildings
10.1016/j.enbuild.2014.08.051,2015,Development of the adaptive PMV model for improving prediction performances,Energy and Buildings
10.1016/j.scs.2014.09.004,2015,Thermal simulation and system optimization of a chilled ceiling coupled with a floor containing a phase change material (PCM),Sustainable Cities and Society
10.1016/j.enbuild.2015.09.010,2015,Calibrating historic building energy models to hourly indoor air and surface temperatures: Methodology and case study,Energy and Buildings
10.1016/j.autcon.2015.08.003,2015,Virtual in-situ calibration method in building systems,Automation in Construction
10.1016/j.apenergy.2015.08.044,2015,Energy conservation in museums using different setpoint strategies: A case study for a state-of-the-art museum using building simulations,Applied Energy
10.1016/j.egypro.2015.11.704,2015,Selection of Input Variables for a Thermal Load Prediction Model,Energy Procedia
10.1016/j.proeng.2015.09.097,2015,Using Support Vector Machine to Predict Next Day Electricity Load of Public Buildings with Sub-metering Devices,Procedia Engineering
10.1016/j.egypro.2015.11.384,2015,Eco Silver House - a Challenge of Integrated Energy Design and Quality Assurance in Demo EE-Highrise Building,Energy Procedia
10.1016/j.renene.2014.09.045,2015,Modeling of cool roof heat transfer in tropical climate,Renewable Energy
10.1016/j.proeng.2015.09.024,2015,A Simulation Study of Passively Heated Residential Buildings,Procedia Engineering
10.1016/j.buildenv.2014.11.001,2015,Indoor environment quality of green buildings: Case study of an LEED platinum certified factory in a warm humid tropical climate,Building and Environment
10.1016/j.enbuild.2015.05.005,2015,Radiation exchange between persons and surfaces for building energy simulations,Energy and Buildings
10.1016/j.buildenv.2015.04.022,2015,Experiments and simulations on the thermal performance of a sunspace attached to a room including heat-storing porous bed and water tanks,Building and Environment
10.1016/j.proeng.2015.09.011,2015,Short-term Prediction of Power Consumption for Large-scale Public Buildings based on Regression Algorithm,Procedia Engineering
10.1016/j.egypro.2015.07.193,2015,A Multi-objective Optimization Model for Building Envelope Retrofit Planning,Energy Procedia
10.1016/j.egypro.2015.02.181,2015,"Lean Strategies for Window Retrofit of Italian Office Buildings: Impact on Energy Use, Thermal and Visual Comfort",Energy Procedia
10.1016/j.enbuild.2015.08.014,2015,"Thermal performance of building envelope of ready-made garments (RMG) factories in Dhaka, Bangladesh",Energy and Buildings
10.1016/j.enbuild.2014.11.039,2015,Microclimatic effects of green and cool roofs in London and their impacts on energy use for a typical office building,Energy and Buildings
10.1016/j.energy.2015.10.061,2015,A comprehensive sensitivity study of major passive design parameters for the public rental housing development in Hong Kong,Energy
10.1016/j.egypro.2015.11.634,2015,"Thermoheliodome Design, Optimization and Fabrication",Energy Procedia
10.1016/j.enbuild.2014.12.034,2015,Reducing cooling demands in a hot dry climate: A simulation study for non-insulated passive cool roof thermal performance in residential buildings,Energy and Buildings
10.1016/j.proeng.2015.08.504,2015,Cooling the Heat Island in Compact Urban Environments: The Effectiveness of Chicago's Green Alley Program,Procedia Engineering
10.1016/j.enbuild.2015.08.032,2015,Occupant behavior modeling for building performance simulation: Current state and future challenges,Energy and Buildings
10.1016/j.egypro.2015.11.224,2015,"Simulation Analysis on the Solar Heating System Combined with Tabs in Lhasa, China of Annex 59",Energy Procedia
10.1016/j.egypro.2015.11.182,2015,Validation of a Model for Predicting Airtightness of Residential Units,Energy Procedia
10.1016/j.scs.2015.01.002,2015,Comparative study of the thermal performance of the novel green (planting) roofs against other existing roofs,Sustainable Cities and Society
10.1016/j.proeng.2015.08.511,2015,Simulating the Impact of Phase Change Material Embedded Building Envelopes on the Inter-Building Effect in Non-tropical Cities,Procedia Engineering
10.1016/j.enbuild.2015.07.007,2015,A simplified mathematical model for transient simulation of thermal performance and energy assessment for active facades,Energy and Buildings
10.1016/j.egypro.2015.11.281,2015,Indoor Environment and Energy Consumption Optimization Using Field Measurements and Building Energy Simulation,Energy Procedia
10.1016/j.egypro.2015.12.161,2015,Comfort Filters in a Total Energy Demand Optimization Method for the Passive Design of a Building,Energy Procedia
10.1016/j.scs.2014.05.012,2015,Prospects of green roof technology for energy and thermal benefits in buildings: Case of Jordan,Sustainable Cities and Society
10.1016/j.apenergy.2015.03.048,2015,A model calibration framework for simultaneous multi-level building energy simulation,Applied Energy
10.1016/j.enbuild.2015.04.026,2015,Establishment and validation of a sustainable evaluation model for heat metering technology in China,Energy and Buildings
10.1016/j.buildenv.2015.03.025,2015,Development of hybrid numerical and statistical short term horizon weather prediction models for building energy management optimisation,Building and Environment
10.1016/j.proeng.2015.09.160,2015,Validation of Occupants’ Behaviour Models for Indoor Quality Parameter and Energy Consumption Prediction,Procedia Engineering
10.1016/j.proeng.2015.09.163,2015,Numerical Simulations of the Instantaneous Flow Fields in a Generic Aircraft Cabin with Various Categories Turbulence Models,Procedia Engineering
10.1016/j.buildenv.2014.10.006,2015,Reprint of: On the predicted effectiveness of climate adaptation measures for residential buildings,Building and Environment
10.1016/j.buildenv.2014.11.003,2015,"Understanding high performance buildings: The link between occupant knowledge of passive design systems, corresponding behaviors, occupant comfort and environmental satisfaction",Building and Environment
10.1016/j.proeng.2015.09.002,2015,Experimental Research on the Insulation Effect of Water-retaining Roof Bricks in Transition Season,Procedia Engineering
10.1016/j.jobe.2015.09.013,2015,Design and prototyping of a FRCC modular and climate responsive affordable housing system for underserved people in the pacific island nations,Journal of Building Engineering
10.1016/j.rser.2014.10.018,2015,A new design of wind tower for passive ventilation in buildings to reduce energy consumption in windy regions,Renewable and Sustainable Energy Reviews
10.1016/j.enbuild.2014.10.064,2015,Impact of climate change on the design of energy efficient residential building envelopes,Energy and Buildings
10.1016/j.applthermaleng.2014.12.038,2015,Development of a variable speed compressor power model for single-stage packaged DX rooftop units,Applied Thermal Engineering
10.1016/j.enbuild.2015.03.018,2015,A transdisciplinary approach on the energy efficient retrofitting of a historic building in the Aegean Region of Turkey,Energy and Buildings
10.1016/j.proeng.2015.09.205,2015,The Bioclimatic Design Approach to Plateau Region Buildings: Case of the Lhasa,Procedia Engineering
10.1016/j.apenergy.2014.12.019,2015,Modeling and forecasting energy consumption for heterogeneous buildings using a physical–statistical approach,Applied Energy
10.1016/j.egypro.2015.11.314,2015,Analysis of Energy Performance and Indoor Climate Conditions of the Slovak Housing Stock Before and After its Renovation,Energy Procedia
10.1016/j.egypro.2015.11.006,2015,Evaluation of Three Different Retrofit Solutions Applied to the Internal Surface of a Protected Cavity Wall,Energy Procedia
10.1016/j.energy.2015.04.039,2015,Hybrid methodologies for electricity load forecasting: Entropy-based feature selection with machine learning and soft computing techniques,Energy
10.1016/j.autcon.2015.02.010,2015,Optimizing tradeoffs among housing sustainability objectives,Automation in Construction
10.1016/j.applthermaleng.2014.09.041,2015,"Design of a low-cost, high-resolution retrofit module for residential natural gas meters",Applied Thermal Engineering
10.1016/j.enbuild.2015.04.021,2015,Radiator and floor heating operative temperature and temperature variation corrections for EN 15316-2 heat emission standard,Energy and Buildings
10.1016/j.egypro.2015.11.177,2015,Measuring the Hygroscopic Properties of Porous Media in Transient Regime. From the Material Level to the Whole Building HAM Simulation of a Coated Room,Energy Procedia
10.1016/j.egypro.2015.11.309,2015,A Simulation-Based Optimization Method for the Integrative Design of the Building Envelope,Energy Procedia
10.1016/j.enbuild.2015.07.011,2015,Inverse design of the thermal environment in an airliner cabin by use of the CFD-based adjoint method,Energy and Buildings
10.1016/j.enbuild.2014.11.005,2015,Factors affecting the in situ measurement accuracy of the wall heat transfer coefficient using the heat flow meter method,Energy and Buildings
10.1016/j.egypro.2015.07.197,2015,Prescriptive- and Performance-based Approaches of the Present and Previous German DIN 4108-2. Hourly Energy Simulation for Comparing the Effectiveness of the Methods,Energy Procedia
10.1016/j.enbuild.2015.06.084,2015,Numerical modeling of thermal behaviors of active multi-layer living wall,Energy and Buildings
10.1016/j.proeng.2015.11.394,2015,Outdoor Thermal and Visual Perception of Natural Cool Materials for Roof and Urban Paving,Procedia Engineering
10.1016/j.applthermaleng.2015.03.010,2015,Feasibility experiment on the simple hot box-heat flow meter method and the optimization based on simulation reproduction,Applied Thermal Engineering
10.1016/j.energy.2015.01.092,2015,Modelling of cool roof performance for double-skin roofs in tropical climate,Energy
10.1016/j.apenergy.2015.09.002,2015,Commercial Building Energy Saver: An energy retrofit analysis toolkit,Applied Energy
10.1016/j.solener.2015.05.013,2015,Predictive model for assessing and optimizing solar still performance using artificial neural network under hyper arid environment,Solar Energy
10.1016/j.enbuild.2015.10.019,2015,Gated ensemble learning method for demand-side electricity load forecasting,Energy and Buildings
10.1016/j.buildenv.2014.12.004,2015,A calibration method for whole-building airflow simulation in high-rise residential buildings,Building and Environment
10.1016/j.enbuild.2014.10.078,2015,Using calibrated energy models for building commissioning and load prediction,Energy and Buildings
10.1016/j.enbuild.2015.01.026,2015,HVAC system design under peak load prediction uncertainty using multiple-criterion decision making technique,Energy and Buildings
10.1016/j.solener.2015.10.005,2015,Ventilated Trombe wall as a passive solar heating and cooling retrofitting approach; a low-tech design for off-grid settlements in semi-arid climates,Solar Energy
10.1016/j.buildenv.2014.03.022,2015,"Evaporative cooling by water spray systems: CFD simulation, experimental validation and sensitivity analysis",Building and Environment
10.1016/j.enbuild.2015.07.004,2015,Thermal performance of a conic basket heat exchanger coupled to a geothermal heat pump for greenhouse cooling under Tunisian climate,Energy and Buildings
10.1016/j.energy.2015.10.109,2015,A bottom-up and procedural calibration method for building energy simulation models based on hourly electricity submetering data,Energy
10.1016/j.proeng.2015.09.031,2015,Comparative Study of Numerical Simulation of Indoor Thermal Environment in the Pattern of Personalized Ventilation and Stratum Ventilation,Procedia Engineering
10.1016/j.enbuild.2015.06.087,2015,Building energy optimization in the early design stages: A simplified method,Energy and Buildings
10.1016/j.scs.2015.03.011,2015,CFD simulations of the effect of evaporative cooling from water bodies in a micro-scale urban environment: Validation and application studies,Sustainable Cities and Society
10.1016/j.buildenv.2015.04.030,2015,Comparative analysis of modified PMV models and SET models to predict human thermal sensation in naturally ventilated buildings,Building and Environment
10.1016/j.enbuild.2015.07.014,2015,Finite volume and response surface methodology based performance prediction and optimization of a hybrid earth to air tunnel heat exchanger,Energy and Buildings
10.1016/j.apenergy.2015.01.122,2015,Short-term smart learning electrical load prediction algorithm for home energy management systems,Applied Energy
10.1016/j.proeng.2015.08.494,2015,Challenges for Modeling Carbon Emissions of High-rise Public Residential Buildings in Hong Kong,Procedia Engineering
10.1016/j.rser.2015.03.035,2015,Regression analysis for prediction of residential energy consumption,Renewable and Sustainable Energy Reviews
10.1016/j.proeng.2015.08.467,2015,Heating and Cooling Loads in High Performance Construction Systems- Will Climate Change Alter Design Decisions?,Procedia Engineering
10.1016/j.energy.2015.07.107,2015,Accelerating the energy retrofit of commercial buildings using a database of energy efficiency performance,Energy
10.1016/j.buildenv.2014.10.019,2015,Chair fan-enhanced displacement ventilation for high IAQ: Effects on particle inhalation and stratification height,Building and Environment
10.1016/j.enbuild.2014.10.018,2015,Energy and economic assessment of the envelope retrofitting in residential buildings in Northern Spain,Energy and Buildings
10.1016/j.egypro.2015.11.085,2015,Energy and Economic Evaluation of Retrofit Actions on an Existing Historical Building in the South of Italy by Using a Dynamic Simulation Software,Energy Procedia
10.1016/j.egypro.2015.11.693,2015,Calibration of Building Energy Simulation Models Based on Optimization: A Case Study,Energy Procedia
10.1016/j.enbuild.2014.11.038,2015,Validating a new model for rapid multi-dimensional combined heat and air infiltration building energy simulation,Energy and Buildings
10.1016/j.apenergy.2015.03.049,2015,Reduced-order modeling and simulated annealing optimization for efficient residential building utility bill calibration,Applied Energy
10.1016/j.rser.2015.01.024,2015,Modelling and simulation of Building-Integrated solar thermal systems: Behaviour of the system,Renewable and Sustainable Energy Reviews
10.1016/j.rser.2015.03.075,2015,Modelling and simulation of Building-Integrated solar thermal systems: Behaviour of the coupled building/system configuration,Renewable and Sustainable Energy Reviews
10.1016/j.buildenv.2015.02.011,2015,Completing the missing link in building design process: Enhancing post-occupancy evaluation method for effective feedback for building performance,Building and Environment
10.1016/j.egypro.2015.12.212,2015,Discovering Knowledge from a Residential Building Stock through Data Mining Analysis for Engineering Sustainability,Energy Procedia
10.1016/j.egypro.2015.11.072,2015,Building Energy Simulation by an In-house Full Transient Model for Radiant Systems Coupled to a Modulating Heat Pump,Energy Procedia
10.1016/j.proeng.2015.09.147,2015,The Large Eddy Simulation and Stability Analysis of Flow Field in a Generic Cabin,Procedia Engineering
10.1016/j.applthermaleng.2015.03.039,2015,Dynamic insulation of the building envelope: Numerical modeling under transient conditions and coupling with nocturnal free cooling,Applied Thermal Engineering
10.1016/j.proeng.2015.09.112,2015,Estimating the Adaptability of Phase Change Material Board on Building Envelope of Telecommunications Base Stations,Procedia Engineering
10.1016/j.enbuild.2015.06.010,2015,Methodology for evaluating the energy renovation effects on the thermal performance of social housing buildings: Monitoring study and grey box model development,Energy and Buildings
