DOI,Year,Title,Journal,Reason
10.1016/j.jclepro.2019.119306,2020,Energy saving potential in current and future world built environments based on the adaptive comfort approach,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.enbuild.2020.109941,2020,A bi-directional missing data imputation scheme based on LSTM and transfer learning for building energy data,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101400,2020,Studies on the mechanical properties and thermal behavior of microencapsulated eutectic mixture in gypsum composite board for thermal regulation in the buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.110228,2020,Unsupervised learning for feature projection: Extracting patterns from multidimensional building measurements,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2019.114374,2020,Empirical validation of building energy modeling for multi-zones commercial buildings in cooling season,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110148,2020,Rear zone for energy efficiency in large mosques in Saudi Arabia,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2019.106506,2020,Identifying temporal properties of building components and indoor environment for building performance assessment,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110222,2020,Disaggregation of commercial building end-uses with automation system data,Energy and Buildings,Eliminated – unclear/other
10.1016/j.apenergy.2020.114865,2020,Integration of completely passive cooling and heating systems with daylighting function into courtyard building towards energy saving,Applied Energy,Eliminated – unclear/other
10.1016/j.autcon.2019.103043,2020,Wireless sensor network for estimating building performance,Automation in Construction,Eliminated – unclear/other
10.1016/j.solener.2020.09.062,2020,From existing neighbourhoods to net-zero energy and nearly zero carbon neighbourhoods in the tropical regions,Solar Energy,Eliminated – unclear/other
10.1016/j.apenergy.2020.115563,2020,Using a deep temporal convolutional network as a building energy surrogate model that spans multiple climate zones,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110060,2020,Determination of consumer behavior based energy wastage using IoT and machine learning,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110230,2020,A longitudinal analysis of energy consumption data from a high-performance building in the tropics,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2020.106958,2020,A novel methodology and new concept of structural dynamic moisture buffering for modeling building moisture dynamics,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110359,2020,Active consumer participation in smart energy systems,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2019.118642,2020,Is there an economic case for energy-efficient dwellings in the UK private rental market?,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.107361,2020,Feasibility and limitation of calculative determination of hygrothermal conditions in historical buildings: Case study of st. Martin church in Wiśniowa,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2019.106490,2020,Evaluating the effect of trees on UHI mitigation and reduction of energy usage in different built up areas in Cairo,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.109901,2020,Change-point modeling analysis for multi-residential buildings: A case study in South Korea,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110276,2020,Closing the building energy performance gap through component level analysis and stakeholder collaborations,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101637,2020,Estimating surface temperature from thermal imagery of buildings for accurate thermal transmittance (U-value): A machine learning perspective,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.110374,2020,Thermoelectric air conditioning undergarment for personal thermal management and HVAC energy saving,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110408,2020,Building commissioning costs and savings across three decades and 1500 North American buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.autcon.2020.103150,2020,Automated staff assignment for building maintenance using natural language processing,Automation in Construction,Eliminated – unclear/other
10.1016/j.buildenv.2020.107246,2020,Multi-dimensional analysis of air-conditioning energy use for energy-saving management in university teaching buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.apenergy.2020.116018,2020,Estimating residential building energy consumption using overhead imagery,Applied Energy,Eliminated – unclear/other
10.1016/j.autcon.2020.103349,2020,Adaptive optimal monthly peak building demand limiting strategy based on exploration-exploitation tradeoff,Automation in Construction,Eliminated – unclear/other
10.1016/j.jobe.2019.101101,2020,A model of heat gain calculation for buildings with shuttle louvers: Verification and a case study,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.energy.2019.116874,2020,Realisation of energy performance targets of an old apartment building renovated to nZEB,Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.101706,2020,A reliable numerical model for assessing the thermal behavior of a dome building,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109999,2020,A novel method of building climate subdivision oriented by reducing building energy demand,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2019.116505,2020,Determination of the optimal defrosting initiating time point for an ASHP unit based on the minimum loss coefficient in the nominal output heating energy,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.109899,2020,Quantification of energy savings from an awareness program using NARX-ANN in an educational building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.measurement.2019.107152,2020,Field verification of thermal energy meters through ultrasonic clamp-on master meters,Measurement,Eliminated – unclear/other
10.1016/j.conengprac.2020.104427,2020,Distributed agent-based building grey-box model identification,Control Engineering Practice,Eliminated – unclear/other
10.1016/j.rser.2020.109886,2020,Assessment of building energy modelling studies to meet the requirements of the new Energy Performance of Buildings Directive,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.jobe.2020.101524,2020,Reduction and transformation of energy use data for end-user group categorization in dormitory buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109799,2020,The relationship between energy use and space use of higher educational buildings in subtropical Australia,Energy and Buildings,Eliminated – unclear/other
10.1016/j.rser.2020.110051,2020,Energy demand science for a decarbonized society in the context of the residential sector,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.enbenv.2019.08.002,2020,Assessing the implications of submetering with energy analytics to building energy savings,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.autcon.2020.103129,2020,Automatic generation of building information models from digitized plans,Automation in Construction,Eliminated – unclear/other
10.1016/j.renene.2019.10.083,2020,Inverse optimization of building thermal resistance and capacitance for minimizing air conditioning loads,Renewable Energy,Eliminated – unclear/other
10.1016/j.jclepro.2020.120041,2020,Energy use of subtropical high-rise public residential buildings and impacts of energy saving measures,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.energy.2020.118678,2020,Performance enhancement and heat and mass transfer characteristics of direct evaporative building free cooling using corrugated cellulose papers,Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.101290,2020,Exploring the localization process of low energy residential buildings: A case study of Korean passive houses,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.scs.2020.102315,2020,REST framework: A modelling approach towards cooling energy stress mitigation plans for future cities in warming Global South,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2020.107087,2020,"Measurement, modeling, and optimization of sound absorption performance of Kenaf fibers for building applications",Building and Environment,Eliminated – unclear/other
10.1016/j.apenergy.2019.114289,2020,Effects of local conditions on the multi-variable and multi-objective energy optimization of residential buildings using genetic algorithms,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110207,2020,Calibrating the building energy model with the short term monitored data: A case study of a large-scale residential building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2019.101078,2020,A metamodeling method to study the nonlinearity of building thermal behavior,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.109887,2020,Apartment related energy performance gap – How to address internal heat transfers in multi-apartment buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2019.106493,2020,Evaluating the impact of the building density and height on the block surface temperature,Building and Environment,Eliminated – unclear/other
10.1016/j.scs.2020.102359,2020,A ‘demand-supply-regulation-institution’ stakeholder partnership model of delivering zero carbon buildings,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2020.110181,2020,The hot summer-cold winter region in China: Challenges in the low carbon adaptation of residential slab buildings to enhance comfort,Energy and Buildings,Eliminated – unclear/other
10.1016/j.scs.2019.101893,2020,A method to evaluate building energy consumption based on energy use index of different functional sectors,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2019.106602,2020,Linking human-building interactions in shared offices with personality traits,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110259,2020,Building environment information and human perceptual feedback collected through a combined virtual reality (VR) and electroencephalogram (EEG) method,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2020.124029,2020,An ANN-based optimization approach of building energy systems: Case study of swimming pool,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.106842,2020,Nexus of thermal resilience and energy efficiency in buildings: A case study of a nursing home,Building and Environment,Eliminated – unclear/other
10.1016/j.energy.2020.117486,2020,Application of double glazed façades with horizontal and vertical louvers to increase natural air flow in office buildings,Energy,Eliminated – unclear/other
10.1016/j.apenergy.2020.115429,2020,Determining the optimal set-point temperature considering both labor productivity and energy saving in an office building,Applied Energy,Eliminated – unclear/other
10.1016/j.buildenv.2019.106530,2020,Interaction analysis of countermeasures for the stack effect in a high-rise office building,Building and Environment,Eliminated – unclear/other
10.1016/j.jclepro.2020.120532,2020,An approach integrating geographic information system and building information modelling to assess the building health of commercial buildings,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.106926,2020,Field comparison test study of external shading effect on thermal-optical performance of ultralow-energy buildings in cold regions of China,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2019.106498,2020,Explanatory stories of human perception and behavior in buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.buildenv.2020.106908,2020,Holistic synergy analysis for building subsystem performance and innovation opportunities,Building and Environment,Eliminated – unclear/other
10.1016/j.ijepes.2020.106204,2020,Game-based peer-to-peer energy sharing management for a community of energy buildings,International Journal of Electrical Power & Energy Systems,Eliminated – unclear/other
10.1016/j.applthermaleng.2019.114813,2020,A feasibility assessment of single to multi/hybrid evaporative coolers for building air-conditioning across diverse climates in India,Applied Thermal Engineering,Eliminated – unclear/other
10.1016/j.jclepro.2019.118551,2020,"A methodology to estimate baseline energy use and quantify savings in electrical energy consumption in higher education institution buildings: Case study, Federal University of Itajubá (UNIFEI)",Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.107155,2020,A weighting procedure to analyse the Indoor Environmental Quality of a Zero-Energy Building,Building and Environment,Eliminated – unclear/other
10.1016/j.rser.2019.109542,2020,"A decision tree method for explaining household gas consumption: The role of building characteristics, socio-demographic variables, psychological factors and household behaviour",Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.energy.2020.118103,2020,The mitigation strategies for bottom environment of service-oriented public building from a micro-scale perspective: A case study in China,Energy,Eliminated – unclear/other
10.1016/j.scs.2019.101900,2020,Change-point multivariable quantile regression to explore effect of weather variables on building energy consumption and estimate base temperature range,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.apenergy.2020.114892,2020,iSEA: IoT-based smartphone energy assistant for prompting energy-aware behaviors in commercial buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.apenergy.2020.115610,2020,Origami microfluidics for radiant cooling with small temperature differences in buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2019.109555,2020,Investigation on spatial distribution and thermal properties of typical residential buildings in South China's Pearl River Delta,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2020.107313,2020,Evaluating the potential of adaptive comfort approach using historic data to reduce energy consumption in buildings in southern Spain,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110176,2020,Thermographic 2D U-value map for quantifying thermal bridges in building façades,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2020.117019,2020,Thermal circuits assembling and state-space extraction for modelling heat transfer in buildings,Energy,Eliminated – unclear/other
10.1016/j.buildenv.2019.106485,2020,Systematic numerical study on the effect of thermal properties of building surface on its temperature and sensible heat flux,Building and Environment,Eliminated – unclear/other
10.1016/j.apenergy.2020.114526,2020,Conditions for a cost-effective application of smart thermostat systems in residential buildings,Applied Energy,Eliminated – unclear/other
10.1016/j.jclepro.2020.122650,2020,Analysis of factors and their hierarchical relationships influencing building energy performance using interpretive structural modelling (ISM) approach,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.jobe.2020.101457,2020,Transitioning to high efficiency air conditioning in Saudi Arabia: A benefit cost analysis for residential buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.enbuild.2020.110251,2020,Robustness of energy performance of Zero-Net-Energy (ZNE) homes,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110295,2020,Robust commissioning strategy for existing building cooling system based on quantification of load uncertainty,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2020.118312,2020,Future western U.S. building electricity consumption in response to climate and population drivers: A comparative study of the impact of model structure,Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110445,2020,Cluster analysis-based anomaly detection in building automation systems,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2019.106324,2020,Building science and radiofrequency radiation: What makes smart and healthy buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.applthermaleng.2020.114992,2020,Comparative analysis of cooling energy performance between water-cooled VRF and conventional AHU systems in a commercial building,Applied Thermal Engineering,Eliminated – unclear/other
10.1016/j.measurement.2020.107876,2020,A novel measurement method for accurate heat accounting in historical buildings,Measurement,Eliminated – unclear/other
10.1016/j.jobe.2019.101046,2020,Energy investigation framework: Understanding buildings from an energy perspective view,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.autcon.2019.103044,2020,Modular approach to multi-objective environmental optimization of buildings,Automation in Construction,Eliminated – unclear/other
10.1016/j.autcon.2019.102995,2020,Combining IFC and 3D tiles to create 3D visualization for building information modeling,Automation in Construction,Eliminated – unclear/other
10.1016/j.renene.2019.12.152,2020,Natural heat transfer air-conditioning terminal device and its system configuration for ultra-low energy buildings,Renewable Energy,Eliminated – unclear/other
10.1016/j.apenergy.2020.115017,2020,Remote community integrated energy system optimization including building enclosure improvements and quantitative energy trilemma metrics,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110289,2020,"P&ID-based automated fault identification for energy performance diagnosis in HVAC systems: 4S3F method, development of DBN models and application to an ATES system",Energy and Buildings,Eliminated – unclear/other
10.1016/j.autcon.2020.103211,2020,Georeferencing in the context of building information modelling,Automation in Construction,Eliminated – unclear/other
10.1016/j.apenergy.2019.113759,2020,Framework for emulation and uncertainty quantification of a stochastic building performance simulator,Applied Energy,Eliminated – unclear/other
10.1016/j.enbuild.2019.109676,2020,Climate impact analysis on the optimal sizing of a stand-alone hybrid building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.measurement.2019.106984,2020,Desktop vs cloud computing software for 3D measurement of building façades: The monastery of <ce:italic>San Martín Pinario</ce:italic>,Measurement,Eliminated – unclear/other
10.1016/j.scs.2019.101964,2020,Microclimate mitigation for enhancing energy and environmental performance of Near Zero Energy Settlements in Italy,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2020.110275,2020,Economic performance assessment of three renovated multi-family buildings with different HVAC systems,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110313,2020,Bio-inspired cooling technologies and the applications in buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101421,2020,Improving residential building efficiency with membranes over façades: The Mediterranean context,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.jobe.2020.101299,2020,A comparison between the daylighting and energy performance of courtyard and atrium buildings considering the hot climate of Saudi Arabia,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.solener.2020.09.043,2020,Influence of sunspace on energy consumption of rural residential buildings,Solar Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.101402,2020,Towards the implementation of periodic thermal transmittance in Spanish building energy regulation,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.apenergy.2020.115655,2020,Propagating downscaled future weather file uncertainties into building energy use,Applied Energy,Eliminated – unclear/other
10.1016/j.enbenv.2020.04.004,2020,Energy consumption pattern and indoor thermal environment of residential building in rural China,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.enbuild.2019.109741,2020,Dynamical edge effect factor determination for building components thermal characterization under outdoor test conditions in a PASLINK test cell: A methodological proposal,Energy and Buildings,Eliminated – unclear/other
10.1016/j.scs.2020.102163,2020,A comparative study of thermal and fuel performance of an energy-efficient building in different climate regions of Turkey,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.jobe.2020.101662,2020,Relating building space to performance outcomes – A methodology to explore the relationship,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.scs.2020.102165,2020,Electricity demand of non-residential buildings in Mexico,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.scs.2020.102409,2020,Integrating energy and water optimization in buildings using multi-objective mixed-integer linear programming,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.renene.2020.01.100,2020,Large-scale experiment of a novel non-domestic building using BPSC systems for energy saving,Renewable Energy,Eliminated – unclear/other
10.1016/j.enbuild.2020.110426,2020,The Energy Performance and Techno-Economic Analysis of Zero Energy Bill Homes,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2020.121059,2020,A novel economic structure to improve the energy label in smart residential buildings under energy efficiency programs,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.jclepro.2020.122992,2020,Stochastic optimization of integrated energy system considering network dynamic characteristics and psychological preference,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2020.106857,2020,Indoor PM2.5 concentrations during winter in a severe cold region of China: A comparison of passive and conventional residential buildings,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2020.110475,2020,Using modified multiple heating-degree-day (HDD) and cooling-degree-day (CDD) indices to estimate building heating and cooling loads,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jobe.2020.101426,2020,On mass quantities of gravity frames in building structures,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.energy.2020.117886,2020,Beyond energy savings: Investigating the co-benefits of heat resilient architecture,Energy,Eliminated – unclear/other
10.1016/j.enbenv.2020.03.005,2020,Decomposing the drivers of residential space cooling energy consumption in EU-28 countries using a panel data approach,Energy and Built Environment,Eliminated – unclear/other
10.1016/j.enbuild.2019.109753,2020,Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110377,2020,Tunable infrared transmission for energy-efficient pneumatic building façades,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2019.109633,2020,A load-disaggregation framework to sense personalized energy-use information in commercial buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110468,2020,Impact of meteorological factors on high-rise office building energy consumption in Hong Kong: From a spatiotemporal perspective,Energy and Buildings,Eliminated – unclear/other
10.1016/j.enbuild.2020.110136,2020,A comprehensive study devoted to determine linear thermal bridges transmittance in existing buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2020.121730,2020,Game analysis on prefabricated building evolution based on dynamic revenue risks in China,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.scs.2020.102347,2020,Proposing an adapted visibility analysis methodology for the building height codes of the Shiraz development plan,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.buildenv.2019.106560,2020,A science-based approach to setting climate targets for buildings: The case of a New Zealand detached house,Building and Environment,Eliminated – unclear/other
10.1016/j.rser.2020.110030,2020,Impacts of the morphology of new neighborhoods on microclimate and building energy,Renewable and Sustainable Energy Reviews,Eliminated – unclear/other
10.1016/j.scs.2020.102428,2020,A genetic algorithm for energy efficient fog layer resource management in context-aware smart cities,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.jobe.2020.101334,2020,Impact of subtropical island climate on the appearance and aesthetics of white marble buildings,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.measurement.2020.108136,2020,Study on the early warning mechanism for real-time monitored structural responses of a historical timber building,Measurement,Eliminated – unclear/other
10.1016/j.enbuild.2019.109697,2020,Energy use in residential buildings: Analyses of high-efficiency filters and HVAC fans,Energy and Buildings,Eliminated – unclear/other
10.1016/j.energy.2020.119003,2020,An isomorphic multi-energy flow modeling for integrated power and thermal system considering nonlinear heat transfer constraint,Energy,Eliminated – unclear/other
10.1016/j.jobe.2020.101224,2020,A comparative study on energy saving and economic efficiency of different cooling terminals based on exergy analysis,Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.jobe.2020.101372,2020,"Methodological approach for performance assessment of historical buildings based on seismic, energy and cost performance: A Mediterranean case",Journal of Building Engineering,Eliminated – unclear/other
10.1016/j.scs.2020.102187,2020,"User engagement in community energy schemes: A case study at the Trent Basin in Nottingham, UK",Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.apenergy.2020.115239,2020,Electricity trading pricing among prosumers with game theory-based model in energy blockchain environment,Applied Energy,Eliminated – unclear/other
10.1016/j.scs.2019.101833,2020,Simulative optimization on energy saving performance of phase change panels with different phase transition temperatures,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.renene.2018.07.100,2020,"A case study of the sizing and optimisation of an energy pile foundation (Rosborg, Denmark)",Renewable Energy,Eliminated – unclear/other
10.1016/j.renene.2019.07.054,2020,Feasibility analysis of using mine water from abandoned coal mines in Spain for heating and cooling of buildings,Renewable Energy,Eliminated – unclear/other
10.1016/j.jclepro.2020.122083,2020,Smart energy driven business model innovation: An analysis of existing business models and implications for business model change in the energy sector,Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.enbuild.2020.110240,2020,UK Passivhaus and the energy performance gap,Energy and Buildings,Eliminated – unclear/other
10.1016/j.buildenv.2020.106781,2020,Optic-energy and visual comfort analysis of retro-reflective building plasters,Building and Environment,Eliminated – unclear/other
10.1016/j.enbuild.2019.109695,2020,Research on systematic optimization methods for chilled water systems in a high-rise office building,Energy and Buildings,Eliminated – unclear/other
10.1016/j.jclepro.2020.121054,2020,"Technical and financial feasibility of rainwater harvesting systems in public buildings in Amazon, Brazil",Journal of Cleaner Production,Eliminated – unclear/other
10.1016/j.buildenv.2019.106442,2020,Numerical analysis of the methods for reducing the energy use of air-conditioning systems in non-uniform indoor environments,Building and Environment,Eliminated – unclear/other
10.1016/j.scs.2020.102170,2020,Reliability analysis of reflectivity calculation methods for non-uniform building surface,Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.enbuild.2020.110101,2020,A gamification platform to foster energy efficiency in office buildings,Energy and Buildings,Eliminated – unclear/other
10.1016/j.scs.2019.101891,2020,"Pollution characteristics, sources and health risk assessment of polycyclic aromatic hydrocarbons in PM<ce:inf loc=post>2.5</ce:inf> in an office building in northern areas, China",Sustainable Cities and Society,Eliminated – unclear/other
10.1016/j.apenergy.2019.114234,2020,Optical and thermal performance analysis of a micro parabolic trough collector for building integration,Applied Energy,Eliminated – unclear/other
10.1016/j.energy.2020.117716,2020,An Internet of Things-enabled model-based approach to improving the energy efficiency of aluminum die casting processes,Energy,Eliminated – unclear/other
10.1016/j.scitotenv.2019.135034,2020,Exploring interactions in the local water-energy-food nexus (WEF-Nexus) using a simultaneous equations model,Science of The Total Environment,Eliminated – unclear/other
