DOI,Year,Title,Journal,Reason
10.1016/j.enbuild.2021.111374,2021,Thermochromic superhydrophobic coatings for building energy conservation,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.112299,2022,Experimental study on dynamic effect of external insulation on indoor thermal environment and energy consumption,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.112400,2022,Influence of the building enclosed forms on thermal contribution of <ce:italic>retro</ce:italic>-reflective and high-reflective coatings,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.111868,2022,Benefits of switchable insulation systems for residential buildings in France,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.111864,2022,An experimental comparison on regional thermal environment of the high-density enclosed building groups with retro-reflective and high-reflective coatings,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.jobe.2022.105421,2022,The method of reducing heat loss from thermal bridges in residential buildings with internal insulation in the hot summer and cold winter zone of China,Journal of Building Engineering,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.111994,2022,Contribution to thermal and acoustic characterization of corn cob for bio-based building insulation applications,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.jclepro.2022.135035,2022,Radiative cooling performance and life-cycle assessment of a scalable MgO paint for building applications,Journal of Cleaner Production,Eliminated – Materials/Envelope
10.1016/j.jclepro.2022.134763,2022,Potential energy savings benefits and limitations of radiative cooling coatings for U.S. residential buildings,Journal of Cleaner Production,Eliminated – Materials/Envelope
10.1016/j.enbuild.2022.112702,2023,Sub-ambient cooling effect and net energy efficiency of a super-amphiphobic self-cleaning passive sub-ambient daytime radiative cooling coating applied to various buildings,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.solener.2023.111950,2023,Development of testing procedures for assessing the thermal and optical performance of thermochromic coatings for buildings,Solar Energy,Eliminated – Materials/Envelope
10.1016/j.apenergy.2023.121209,2023,Performance assessment of active insulation systems in residential buildings for energy savings and peak demand reduction,Applied Energy,Eliminated – Materials/Envelope
10.1016/j.enbuild.2023.113529,2023,Energy and environmental performance assessment of reused PET bottles panels for building thermal insulation solutions,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114084,2024,Experimental and numerical investigation on energy-saving performance of radiative cooling coating for metal container office,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114955,2024,Temperature adaptive passive daytime radiative cooling: The impact of their essential properties on energy performance of different building types,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.apenergy.2024.124262,2024,New robust multi-criteria decision-making framework for thermal insulation of buildings under conflicting stakeholder interests,Applied Energy,Eliminated – Materials/Envelope
10.1016/j.jobe.2024.110948,2024,Experimental and theoretical study on building integrated radiative cooling with a limited sky-view factor,Journal of Building Engineering,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114402,2024,Global assessment of radiative cooling and low-emissivity coatings for energy efficiency in buildings across all climate zones,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114694,2024,"Innovate, insulate, integrate: Embracing circular economy in innovative insulations for reduced air conditioning expenses and carbon mitigation in fly ash brick buildings",Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114324,2024,Exploring insulation levels to enable low-temperature heating in selected buildings in two European climate zones,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114866,2024,Thermal conductivity assessment of cotton fibers from apparel recycling for building insulation,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.solener.2024.112840,2024,Highly strength and flame-retardant aerogel cooler with reticular porous structures for building energy saving,Solar Energy,Eliminated – Materials/Envelope
10.1016/j.jobe.2024.109485,2024,Structural properties and barrier performance of low-cost aerogel composites for building insulation,Journal of Building Engineering,Eliminated – Materials/Envelope
10.1016/j.jobe.2024.108704,2024,Impact of marine atmospheric corrosion on the thermophysical properties of building coatings,Journal of Building Engineering,Eliminated – Materials/Envelope
10.1016/j.enbuild.2024.114337,2024,The impact of compromised insulation on building energy performance,Energy and Buildings,Eliminated – Materials/Envelope
10.1016/j.jobe.2024.108802,2024,"Physical-chemical, mechanical and durability characterization of historical adobe buildings from the State of Michoacan, Mexico",Journal of Building Engineering,Eliminated – Materials/Envelope
