DOI,Year,Title,Journal,Reason
10.1016/j.energy.2022.124466,2022,"Energy, economic, and environmental impacts of enhanced ventilation strategies on railway coaches to reduce Covid-19 contagion risks",Energy,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2022.104204,2022,Assessment of ventilation rates inside educational buildings in Southwestern Europe: Analysis of implemented strategic measures,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2023.110968,2023,"A novel data-driven relationship inference approach for automatic data tagging in building heating, ventilation and air conditioning systems",Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.107425,2023,Impact of outdoor particulate matter 2.5 pollution on natural ventilation energy saving potential in office buildings in China,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.106859,2023,"Air infiltration and related building energy consumption: A case study of office buildings in Changsha, China",Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2023.110621,2023,Impact of building density on natural ventilation potential and cooling energy saving across Chinese climate zones,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2023.110726,2023,"Measuring, representing and analysing indoor soundscapes: A data collection campaign in residential buildings with natural and mechanical ventilation in England",Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.106045,2023,"Analysis on the energy efficiency, thermal performance and infection intervention characteristics of interactive cascade ventilation (ICV)",Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.106991,2023,"An integrated pipeline for building performance analysis: Daylighting, energy, natural ventilation, and airborne contaminant dispersion",Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.energy.2023.127331,2023,An infiltration load calculation model of large-space buildings based on the grand canonical ensemble theory,Energy,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.106225,2023,In situ virtual sensing for dwelling infiltration rates in multi-unit residential buildings,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.energy.2022.125942,2023,The thermal performance and applicability analysis of the composite ventilation system with heat recovery in ultra-low energy buildings,Energy,Eliminated – Ventilation/IAQ only
10.1016/j.applthermaleng.2023.120650,2023,Analysis of cooling performance and energy consumption of nocturnal radiation and natural ventilation combined mechanical refrigeration system for outdoor prefabricated substation,Applied Thermal Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.106049,2023,Identification of source location in a single-sided building with natural ventilation: Case of interunit pollutant dispersion,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2023.106952,2023,Comparative studies and optimizations of air distribution of underground building ventilation systems based on response surface methodology: A case study,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.enbenv.2021.11.004,2023,Determining V-I characteristics of energy-efficient electrostatic assisted air filtration system by utilizing the back-corona induced current model,Energy and Built Environment,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2024.109402,2024,A study on natural ventilation of dormitories for college students in northeast China during spring: A case of linear-shaped dormitory buildings,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.applthermaleng.2024.122862,2024,Balancing ventilation performance and energy conservation: An integrated multi-objective optimization and preference-based decision-making model for optimizing impinging jet ventilation,Applied Thermal Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.applthermaleng.2023.122163,2024,"Exploring the natural ventilation potential for supertall buildings considering vertical meteorology: A case study in Harbin, China",Applied Thermal Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2024.114580,2024,Physics-informed hybrid modeling methodology for building infiltration,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.apenergy.2023.121961,2024,"Assessing school ventilation strategies from the perspective of health, environment, and energy",Applied Energy,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2024.114418,2024,Climate change impact on energy savings in mixed-mode ventilation office buildings in Brazil,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.enbuild.2024.114905,2024,Research on a novel method of air distribution to create a uniform indoor environment in a long and narrow building,Energy and Buildings,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2023.111115,2024,A novel air balancing method based on an improved perceptron under multiple constraints for the energy conservation of ventilation system,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2024.111376,2024,Optimization research on the air infection intervention ability of interactive cascade ventilation in high-density building spaces,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2024.110447,2024,Implications of latent and sensible building energy loads using natural ventilation,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.jobe.2024.110168,2024,Indoor PM<ce:inf loc=post>2.5</ce:inf> and building energy consumption in nine typical residential neighborhoods in Nanjing under different ventilation strategies caused by traffic-related PM<ce:inf loc=post>2.5</ce:inf> dispersion,Journal of Building Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.applthermaleng.2023.121639,2024,Effect of airflow rate on frost formation and performance of membrane energy exchangers in sub-zero conditions,Applied Thermal Engineering,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2024.111404,2024,Opening configurations and natural cross ventilation performance in a double-loaded multi-level apartment building: A CFD analysis,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.buildenv.2024.111578,2024,A dynamic ventilation strategy for industrial buildings based on weight factors,Building and Environment,Eliminated – Ventilation/IAQ only
10.1016/j.enbenv.2024.05.003,2024,The structure of cross-ventilation flow in an isolated cylindrical building: Numerical study,Energy and Built Environment,Eliminated – Ventilation/IAQ only
