DOI,Year,Title,Journal,Reason
10.1016/j.enbuild.2020.109874,2020,Effects of climate change on variations in climatic zones and heating energy consumption of residential buildings in the southern Chile,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.apenergy.2019.114458,2020,Daily enthalpy gradients and the effects of climate change on the thermal energy demand of buildings in the United States,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.scs.2020.102342,2020,Techno-economic comparison of buildings acting as Single-Self Consumers or as energy community through multiple economic scenarios,Sustainable Cities and Society,Eliminated – Planning/Top-down
10.1016/j.enbuild.2020.110362,2020,Global comparison of building energy use data within the context of climate change,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.scs.2020.102213,2020,Energy demands of buildings in the framework of climate change: An investigation across Europe,Sustainable Cities and Society,Eliminated – Planning/Top-down
10.1016/j.scitotenv.2019.134718,2020,Desiccation crisis of saline lakes: A new decision-support framework for building resilience to climate change,Science of The Total Environment,Eliminated – Planning/Top-down
10.1016/j.enbuild.2020.110500,2021,Aggregation and data driven identification of building thermal dynamic model and unmeasured disturbance,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.enbuild.2021.111024,2021,Influence of the type of thermostat on the energy saving obtained with adaptive setpoint temperatures: Analysis in the current and future scenario,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.jobe.2020.102089,2021,Performance assessment of contemporary energy-optimized office buildings under the impact of climate change,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.enbuild.2020.110610,2021,Future energy-optimised buildings — Addressing the impact of climate change on buildings,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.jobe.2021.102285,2021,Climate change and the energy performance of buildings in the future – A case study for prefabricated buildings in the UK,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.jclepro.2021.128780,2021,Optimising flat plate buildings based on carbon footprint using Branch-and-Reduce deterministic algorithm,Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.buildenv.2021.107959,2021,Analysis of climate change impact on the preservation of heritage elements in historic buildings with a deficient indoor microclimate in warm regions,Building and Environment,Eliminated – Planning/Top-down
10.1016/j.scs.2021.103223,2021,Evolution of climate zones for building in Spain in the face of climate change,Sustainable Cities and Society,Eliminated – Planning/Top-down
10.1016/j.scs.2021.103088,2021,Potential of applying adaptive strategies in buildings to reduce the severity of fuel poverty according to the climate zone and climate change: The case of Andalusia,Sustainable Cities and Society,Eliminated – Planning/Top-down
10.1016/j.apenergy.2021.116585,2021,"MANGO: A novel optimization model for the long-term, multi-stage planning of decentralized multi-energy systems",Applied Energy,Eliminated – Planning/Top-down
10.1016/j.enbenv.2020.09.005,2021,What leads to variations in the results of life-cycle energy assessment? An evidence-based framework for residential buildings,Energy and Built Environment,Eliminated – Planning/Top-down
10.1016/j.jobe.2021.102777,2021,Implications of climate change in the implementation of maintenance planning and use of building inspection systems,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.apenergy.2021.117846,2022,Machine learning assisted development of IT equipment compact models for data centers energy planning,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.buildenv.2021.108631,2022,Influence of the RCP scenarios on the effectiveness of adaptive strategies in buildings around the world,Building and Environment,Eliminated – Planning/Top-down
10.1016/j.buildenv.2022.109669,2022,Optimal zoning for building zonal model of large-scale indoor space,Building and Environment,Eliminated – Planning/Top-down
10.1016/j.energy.2021.122152,2022,Weather-induced variability of country-scale space heating demand under different refurbishment scenarios for residential buildings,Energy,Eliminated – Planning/Top-down
10.1016/j.autcon.2021.104097,2022,IFC models for semi-automating common planning checks for building permits,Automation in Construction,Eliminated – Planning/Top-down
10.1016/j.apenergy.2022.119190,2022,Optimisation modelling tools and solving techniques for integrated precinct-scale energy–water system planning,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.jclepro.2022.133512,2022,Model-based planning of technical building services and process chains for battery cell production,Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.autcon.2022.104594,2022,3D model-based terrestrial laser scanning (TLS) observation network planning for large-scale building facades,Automation in Construction,Eliminated – Planning/Top-down
10.1016/j.enbuild.2021.111611,2022,Multi-criteria assessment of the scenarios of changing the heating system in apartments in historical buildings in Wroclaw (Poland) – Case study,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.apenergy.2022.120169,2022,Quantifying the climate and human-system-driven uncertainties in energy planning by using GANs,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.enbuild.2022.112323,2022,An efficient performance assessing index for building climatic zoning methods based on probability density functions,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.measurement.2022.111488,2022,Extracting suburban residential building zone from airborne streak tube imaging LiDAR data,Measurement,Eliminated – Planning/Top-down
10.1016/j.jobe.2022.105142,2022,Eco-efficiency to support selection of energy conservation measures for buildings: A life-cycle approach,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.energy.2022.124477,2022,Performance-based climatic zoning method for building energy efficiency applications using cluster analysis,Energy,Eliminated – Planning/Top-down
10.1016/j.jobe.2021.103440,2022,Uncertainty and sensitivity analysis of cooling and heating loads for building energy planning,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.enbuild.2021.111631,2022,How does urbanization affect energy consumption for central heating: Historical analysis and future prospects,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.enbuild.2022.112341,2022,Investigation of thermal performance and life-cycle assessment of a 3D printed building,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.rser.2022.112297,2022,"Challenges, opportunities, and strategies for undertaking integrated precinct-scale energy–water system planning",Renewable and Sustainable Energy Reviews,Eliminated – Planning/Top-down
10.1016/j.jobe.2023.107978,2023,A multi-objective optimization framework for building performance under climate change,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.energy.2022.126399,2023,A day-ahead planning for multi-energy system in building community,Energy,Eliminated – Planning/Top-down
10.1016/j.enbuild.2023.113267,2023,An ontology-based framework for automatic building energy modeling with thermal zoning,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.jobe.2023.107655,2023,Fire scenario-based damage assessment of ductile reinforced concrete buildings using computational fluid dynamics models,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.scs.2022.104331,2023,"Optimization on building combined cooling, heating, and power system considering load uncertainty based on scenario generation method and two-stage stochastic programming",Sustainable Cities and Society,Eliminated – Planning/Top-down
10.1016/j.jclepro.2023.139524,2023,A real options-based decision-making model analysis for climate change mitigation strategies on buildings,Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.jobe.2022.105428,2023,A systematic methodological framework to study climate change impacts on heating and cooling demands of buildings,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.jobe.2023.106919,2023,Climate change and ideal thermal transmittance of residential buildings in Iran,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.jobe.2023.107969,2023,"Enhancing school buildings energy efficiency under climate change: A comprehensive analysis of energy, cost, and comfort factors",Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.enbuild.2022.112758,2023,Climate change influence on buildings dynamic thermal behavior during summer overheating periods: An in-depth sensitivity analysis,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.buildenv.2023.110627,2023,Impact assessment of climate change on energy performance and thermal load of residential buildings in New Zealand,Building and Environment,Eliminated – Planning/Top-down
10.1016/j.energy.2023.129188,2023,Optimal configuration of double carbon energy system considering climate change,Energy,Eliminated – Planning/Top-down
10.1016/j.enbuild.2022.112590,2023,Introducing sufficiency in the building sector in net-zero scenarios for France,Energy and Buildings,Eliminated – Planning/Top-down
10.1016/j.jclepro.2023.136834,2023,Carbon footprint assessment of a wood multi-residential building considering biogenic carbon,Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.jclepro.2023.137306,2023,What drives the viability of waste-to-energy? Modelling techno-economic scenarios of anaerobic digestion and energy generation for the Scottish islands,Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.buildenv.2024.111236,2024,Assessing effects of future climate change on outdoor thermal stress and building energy performance in severe cold region of China,Building and Environment,Eliminated – Planning/Top-down
10.1016/j.jobe.2024.110033,2024,Evacuation scenario optimization in buildings with human anthropometric characteristics,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.jclepro.2024.140967,2024,"Climate change's effects on the amount of energy used for cooling in hot, humid office buildings and the solutions",Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.apenergy.2023.122238,2024,Novel building energy performance-based climate zoning enhanced with spatial constraint,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.apenergy.2023.122360,2024,Building for tomorrow: Analyzing ideal thermal transmittances in the face of climate change in Brazil,Applied Energy,Eliminated – Planning/Top-down
10.1016/j.jobe.2024.109757,2024,Application of multi-objective artificial gorilla troops optimization algorithm in intelligent evacuation path planning for building fires,Journal of Building Engineering,Eliminated – Planning/Top-down
10.1016/j.jclepro.2024.141255,2024,The impact of climate change on an office building in Portugal: Measures for a higher energy performance,Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.jclepro.2024.141262,2024,"Geospatial assessment of the carbon footprint of water and electricity consumption in residential buildings in Doha, Qatar",Journal of Cleaner Production,Eliminated – Planning/Top-down
10.1016/j.energy.2024.131636,2024,"Near-, medium- and long-term impacts of climate change on the thermal energy consumption of buildings in Finland under RCP climate scenarios",Energy,Eliminated – Planning/Top-down
10.1016/j.rser.2023.114022,2024,Assessment of carbon footprint in Qatar's electricity sector: A comparative analysis across various building typologies,Renewable and Sustainable Energy Reviews,Eliminated – Planning/Top-down
10.1016/j.jobe.2024.108544,2024,Relationship between shape and energy performance of buildings under long-term climate change,Journal of Building Engineering,Eliminated – Planning/Top-down
