file,scale,paradigms,model_hits,building_model_paradigms,building_model_paradigm_terms,system_model_paradigms,system_model_paradigm_terms,occupancy_model_paradigms,occupancy_model_paradigm_terms,climate_model_paradigms,climate_model_paradigm_terms,building_model_optim_methods,building_model_optim_objectives,building_model_optim_terms,system_model_optim_methods,system_model_optim_objectives,system_model_optim_terms,occupancy_model_optim_methods,occupancy_model_optim_objectives,occupancy_model_optim_terms,climate_model_optim_methods,climate_model_optim_objectives,climate_model_optim_terms,applications,kpis_all,kpi_primary,kpi_types,energy_waste_mentions,energy_waste_definition_found,energy_waste_sentences,energy_waste_definitions,kpi_tradeoff_groups,kpi_tradeoff_top_group,kpi_tradeoff_kpis_any,data_types,collected_data_resolution,sampling_mentions,model_development,model_inputs,input_resolutions_all,input_resolution_primary,online_learning_any,online_learning_components,doi_norm,DOI,Year,Title,Journal,in_csv1,in_csv2,match_type
10.1016_j.apenergy.2022.120086.json,building_model;system_model,greybox;blackbox,continuous-time:1.50;grey-box:0.75;grey-box model:0.75;non-linear model:0.75;appl:0.75;arx:0.75;combined:0.75;describe:0.75;discrete-time:0.75;discretisation:0.75;eng:0.75;filter:1.50;finite:0.75;advanced:0.75;deep learning:0.75;estimation:0.75;estimator:0.75;filtering:0.75;forecasting:0.75;forecasting models:0.75;gaussian process:0.75;kalman:0.75,greybox,continuous-time;filter;forecasting;linear model;discretisation;estimation;describe;thermal model;non-linear model;appl;deep learning,whitebox;greybox,continuous-time,NM,NM,NM,NM,optimal_control;mathematical_programming,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:2015H;preamble:79H;preamble:358S;preamble:2004S;preamble:358S;preamble:1h;preamble:84h;preamble:1h;preamble:79H;preamble:annual,deep learning;deterministic;feedback;management;nature;probabilistic;quantile;regular;stochastic;uncertainty;update;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2022.120086,10.1016/j.apenergy.2022.120086,2022,Linear quadratic Gaussian control with advanced continuous-time disturbance models for building thermal regulation,Applied Energy,True,True,both
10.1016_j.apenergy.2022.120598.json,building_model;system_model,whitebox;greybox;blackbox,00114-6:0.75;buhl:0.75;co-simulation:0.75;crawley:0.75;energy simulation:0.75;energyplus:0.75;fisher:0.75;glazer:0.75;ice:0.75;language:0.75;appl:0.75;convers:0.75;eng:0.75;hybrid:0.75;integrated:0.75;mathematical:0.75;observer:0.75;physical model:0.75;physics-based:0.75;recursive:0.75;advanced:0.75;classification:0.75;convolutional:0.75;data mining:0.75;data-driven:0.75;estimator:0.75;forecasting:0.75;machine learning:0.75;ml:0.75;national:0.75,whitebox;greybox,simplified;energyplus;python;thermal dynamics;crawley;advanced;modelica;open-source,whitebox,energyplus,NM,NM,NM,NM,reinforcement_learning;optimal_control,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:104128S;preamble:1567S;preamble:110225S;preamble:1359S;preamble:1999S;preamble:239S;preamble:2017S;preamble:2S;preamble:30min;preamble:1S;preamble:15min;preamble:15min;preamble:30min;preamble:30min;preamble:12h;preamble:12h;preamble:35min;preamble:35min;preamble:30min;preamble:2022.104128S;preamble:12.058S;preamble:2020.110225S;preamble:2009.191S;preamble:3408308.3427617S;preamble:1711.00489S;preamble:hourly;preamble:daily;preamble:weekly;preamble:annual,adjust;deterministic;explicit;exploration;initialization;initialize;management;nature;occupancy;occupancy pattern;occupancy patterns;profile;real-time;schedule;scheduled;setpoints;unsupervised;update;updated;updating;via;weekday;weekend,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.apenergy.2022.120598,10.1016/j.apenergy.2022.120598,2023,Online transfer learning strategy for enhancing the scalability and deployment of deep reinforcement learning control in smart buildings,Applied Energy,True,True,both
10.1016_j.apenergy.2022.120613.json,building_model,greybox;blackbox,black-box:1.50;black-box models:0.75;energyplus:0.75;python:0.75;white-box:0.75;appl:0.75;black-box modeling:0.75;combined:0.75;convers:0.75;eng:0.75;filter:1.50;gray-box:0.75;gray-box model:0.75;hybrid:0.75;ann:0.75;autoregressive:0.75;classification:0.75;data mining:0.75;data-driven:0.75;data-driven model:0.75;data-driven modeling:0.75;data-driven models:0.75;deep learning:0.75,greybox;blackbox,data-driven;thermal model;rc;rc model;forecasting;machine learning;appl;eng;simplified;data-driven models,NM,NM,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic,comfort;iaq_infection;demand_response,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,subhourly,preamble:106373S;preamble:112067H;preamble:106318S;preamble:1h;preamble:1h;preamble:1h;preamble:1h;preamble:1h;preamble:20min;preamble:1h;preamble:1h;preamble:30min;preamble:15min;preamble:15min;preamble:366h;preamble:572h;preamble:1970s;preamble:30min;preamble:8760h;preamble:8h;preamble:10h;preamble:366h;preamble:572h;preamble:572h;preamble:366h;preamble:hourly;preamble:annual,adjust;deep learning;exploration;feedback;management;occupancy;real-time;regular;schedule;timely;uncertainty;unsupervised;update;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2022.120613,10.1016/j.apenergy.2022.120613,2023,An hour-ahead predictive control strategy for maximizing natural ventilation in passive buildings based on weather forecasting,Applied Energy,True,True,both
10.1016_j.apenergy.2022.120621.json,building_model;system_model,greybox;blackbox,matlab:0.75;python:0.75;white-box:0.75;appl:0.75;combined:0.75;eng:0.75;hybrid:0.75;integrated:0.75;mathematical:0.75;novel:0.75;rc:0.75;rc model:0.75;rc network:0.75;advanced:0.75;deep learning:0.75;developing:0.75;diagnosis:0.75;fault detection:0.75;forecasting:0.75;machine learning:0.75;national:0.75;neural network:0.75;transform:0.75,greybox,simplified;rc;rc model;state-space;state-space model,greybox,state-space;state-space model,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic;mathematical_programming,cost,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;occ;operation and maintenance;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:84S;preamble:651H;preamble:179H;preamble:135S;preamble:10S;preamble:115147S;preamble:680S;preamble:114S;preamble:052355S;preamble:8S;preamble:24S;preamble:464S;preamble:1249H;preamble:102832H;preamble:2013H;preamble:2h;preamble:6h;preamble:24h;preamble:2h;preamble:8s;preamble:0.4s;preamble:1s;preamble:3h;preamble:21s;preamble:36s;preamble:1s;preamble:6h;preamble:207s;preamble:1s;preamble:12h;preamble:26min;preamble:6s;preamble:24h;preamble:37s;preamble:2h;preamble:3h;preamble:6h;preamble:12h;preamble:24h;preamble:15min;preamble:15min;preamble:15min;preamble:24h;preamble:5min;preamble:1s;preamble:0min;preamble:0min;preamble:1s;preamble:6h;preamble:12h;preamble:12h;preamble:24h;preamble:6s;preamble:37s;preamble:15min;preamble:2h;preamble:3h;preamble:26min;preamble:12h;preamble:12h;preamble:24h;preamble:36s;preamble:4h;preamble:12h;preamble:12h;preamble:12h;preamble:24h;preamble:2h;preamble:3h;preamble:6h;preamble:12h;preamble:24h;preamble:12h;preamble:24h;preamble:12h;preamble:24h;preamble:15min;preamble:monthly;preamble:annual,deep learning;deterministic;management;nature;occupancy;programmed;real-time;schedule;unsupervised;update;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2022.120621,10.1016/j.apenergy.2022.120621,2023,Quantum computing for future real-time building HVAC controls,Applied Energy,True,True,both
10.1016_j.apenergy.2022.120622.json,building_model;climate_model;occupancy_model;system_model,greybox;blackbox,control-oriented:1.50;ffdl:0.75;first-principles:0.75;validated:0.75;appl:0.75;describe:0.75;discrete-time:0.75;eng:0.75;filter:1.50;hybrid:0.75;hybrid models:0.75;integrated:0.75;kalman:0.75;recursive:0.75;advanced:0.75;ann:0.75;ann-based:0.75;data-driven:0.75;data-driven model:0.75;estimation:0.75;estimator:0.75;fusion:0.75,greybox,thermal dynamics;hybrid;first-principles;hybrid model;ffdl;describe;discrete-time;estimation;data-driven;data-driven model;ann;state-space;state-space model;zheng;hybrid models;hybrid modeling;fusion;simplified;ann-based;prediction model,greybox,describe,NM,NM,NM,NM,optimal_control;reinforcement_learning;mathematical_programming,energy;comfort;cost,NM,optimal_control,NM,NM,NM,comfort,NM,optimal_control,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:216H;preamble:97H;preamble:41H;preamble:340S;preamble:216H;preamble:97H;preamble:41H;preamble:340S;preamble:annual,adjust;deterministic;feedback;get;management;multivariate;occupancy;profile;sampled;schedule;setpoints;stochastic;uncertain;uncertainty;updated;updating;via,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2022.120622,10.1016/j.apenergy.2022.120622,2023,Hybrid modeling-based temperature and humidity adaptive control for a multi-zone HVAC system,Applied Energy,True,True,both
10.1016_j.apenergy.2023.120650.json,building_model,greybox;blackbox,co-simulation:0.75;library:0.75;matlab:0.75;physical models:1.50;trnsys:0.75;appl:0.75;eng:0.75;mathematical:0.75;novel:0.75;simplified:0.75;advanced:0.75;data-driven:0.75;estimation:0.75;machine learning:0.75;ml:0.75;neural network:0.75;recurrent:0.75;similarity:0.75,greybox,appl;simplified,NM,NM,NM,NM,NM,NM,optimal_control;reinforcement_learning;heuristic_metaheuristic,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,energy waste,False,"preamble:  precooling time has to be extended, leading to significant energy waste. this study proposes a new iterative learning control strat",,,NM,,air_quality;air_temperature;environment;hvac_signals;metering,subhourly,preamble:32S;preamble:140S;preamble:110055S;preamble:20S;preamble:0.19h;preamble:0.75h;preamble:1.57h;preamble:1.57h;preamble:1.38h;preamble:1.38h;preamble:0.19h;preamble:1.57h;preamble:1.38h;preamble:0.19h;preamble:0.1h;preamble:2.48h;preamble:0.19h;preamble:0.1h;preamble:2.48h;preamble:daily;preamble:weekly;preamble:monthly,exploration;feedback;initialization;management;pre-defined;q-values;real-time;setpoints;smart control;update;updated;updating;via,electric_load;electric_use;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.apenergy.2023.120650,10.1016/j.apenergy.2023.120650,2023,A reinforcement learning-enabled iterative learning control strategy of air-conditioning systems for building energy saving by shortening the morning start period,Applied Energy,True,True,both
10.1016_j.apenergy.2023.120676.json,building_model;occupancy_model,greybox;blackbox,library:0.75;python:0.75;3r2c:0.75;appl:0.75;bayesian:1.50;combined:0.75;hybrid:0.75;hybrid models:0.75;integrated:0.75;rc:0.75;simplified:0.75;state space:0.75;advanced:0.75;autoencoder:0.75;cov:0.75;data-driven:0.75;deep learning:0.75;developing:0.75;diagnosis:0.75;estimation:0.75;forecasting:0.75,greybox;blackbox,zheng;lstm;prediction model;rnn;advanced;combined;3r2c;simplified;state-space;state-space model;machine learning,NM,NM,blackbox,estimation,NM,NM,optimal_control,iaq_infection,NM,NM,NM,NM,NM,iaq_infection;carbon,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;occ;operation performance analysis;performance monitoring,15_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,energy waste,False,preamble: delines. the 24 × 7 full oa system causes a large amount of energy waste in the unoccupied night. mpc can adjust the supply temperat,,energy_use|infection_risk,energy_use|infection_risk,energy_use;infection_risk,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:645H;preamble:1129H;preamble:103256H;preamble:113920S;preamble:179H;preamble:117112S;preamble:9S;preamble:85H;preamble:8S;preamble:106729S;preamble:16S;preamble:222S;preamble:15min;preamble:1h;preamble:4h;preamble:24h;preamble:15min;preamble:1h;preamble:4h;preamble:24h;preamble:15min;preamble:1h;preamble:4h;preamble:24h;preamble:15min;preamble:24h;preamble:15min;preamble:3h;preamble:7h;preamble:2h;preamble:2h;preamble:1h;preamble:15h;preamble:5min;preamble:15min;preamble:15min;preamble:4h;preamble:1h;preamble:4h;preamble:24h;preamble:8h;preamble:15min;preamble:15min;preamble:15min;preamble:4h;preamble:1h;preamble:4h;preamble:15min;preamble:15min;preamble:15min;preamble:1h;preamble:15min;preamble:1h;preamble:1h;preamble:1h;preamble:15min;preamble:1h;preamble:24h;preamble:24h;preamble:4h;preamble:15min;preamble:24h;preamble:15min;preamble:24h;preamble:1h;preamble:3h;preamble:3h;preamble:1h;preamble:15min;preamble:24h;preamble:15min;preamble:24h;preamble:weekly;preamble:15-min;preamble:annual,adjust;bayesian;deep learning;management;nature;occupancy;occupancy pattern;occupancy patterns;probabilistic;real-time;regular;schedule;setpoints;stochastic;time-series;uncertainty;update;updating;via,electric_load;electric_use;occupancy;operation_schedules;weather,15_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.apenergy.2023.120676,10.1016/j.apenergy.2023.120676,2023,PANDEMIC: Occupancy driven predictive ventilation control to minimize energy consumption and infection risk,Applied Energy,True,True,both
10.1016_j.apenergy.2023.120936.json,building_model,whitebox;greybox;blackbox,black-box:1.50;black-box models:0.75;control-oriented:1.50;grey-box:1.50;language:0.75;library:0.75;physics-based:0.75;purely:0.75;python:0.75;appl:0.75;bayesian:1.50;combined:0.75;describe:0.75;eng:0.75;filter:0.75;hybrid:0.75;integrated:0.75;ann:0.75;attention mechanism:0.75;autoencoder:0.75;cnn:0.75;cnns:0.75;convolutional:0.75;data-driven:0.75;data-driven approach:0.75,greybox;blackbox,time-series;lstm;recursive;simplified;describe;attention mechanism;cnn;convolutional;cnns,NM,NM,NM,NM,NM,NM,reinforcement_learning;optimal_control,iaq_infection,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,subhourly,preamble:104128S;preamble:2003S;preamble:1780S;preamble:7083S;preamble:112334H;preamble:30min;preamble:1min;preamble:60min;preamble:15min;preamble:5min;preamble:24h;preamble:15min;preamble:30min;preamble:60min;preamble:60min;preamble:15min;preamble:15min;preamble:1h;preamble:1h;preamble:1h;preamble:24h;preamble:1h;preamble:24h;preamble:5min;preamble:90min;preamble:1min;preamble:120min;preamble:1h;preamble:2H;preamble:2H;preamble:2H;preamble:2H;preamble:5min;preamble:10min;preamble:5min;preamble:2h;preamble:5min;preamble:20min;preamble:10h;preamble:2h;preamble:2h;preamble:daily,bayesian;deep learning;deterministic;dynamically;feedback;get;initialize;iteration;management;occupancy;real-time;sampled;stochastic;time-series;update;updated;via,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2023.120936,10.1016/j.apenergy.2023.120936,2023,Data-driven predictive control for smart HVAC system in IoT-integrated buildings with time-series forecasting and reinforcement learning,Applied Energy,True,True,both
10.1016_j.apenergy.2023.121106.json,building_model;system_model,whitebox;greybox;blackbox,2r2c:1.50;approximating:0.75;energyplus:0.75;grey-box:1.50;library:0.75;open-source:0.75;reduced-order:0.75;trnsys:0.75;validated:0.75;appl:0.75;combined:0.75;convers:0.75;describe:0.75;eng:0.75;finite:0.75;hybrid:0.75;integrated:0.75;advanced:0.75;classification:0.75;deep learning:0.75;ensemble:0.75;forecasting:0.75;hybrid model:0.75;linear model:0.75;prediction model:0.75;statistical:0.75,greybox,rc;rc model;zhou;describe;simplified;energyplus,greybox,rc,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic,cost;energy,NM,optimal_control,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:109444S;preamble:107830S;preamble:500H;preamble:354H;preamble:106326S;preamble:105067S;preamble:22S;preamble:15min;preamble:109444S;preamble:107830S;preamble:500H;preamble:354H;preamble:106326S;preamble:105067S;preamble:22S,deep learning;deterministic;initialization;management;nature;occupancy;probabilistic;real-time;regular;stochastic;uncertain;uncertainty;updated,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.apenergy.2023.121106,10.1016/j.apenergy.2023.121106,2023,Energy saving and indoor temperature control for an office building using tube-based robust model predictive control,Applied Energy,True,True,both
10.1016_j.apenergy.2023.121165.json,building_model,whitebox;greybox;blackbox,approximating:0.75;black-box:1.50;black-box models:0.75;buhl:0.75;co-simulation:0.75;control-oriented:1.50;crawley:0.75;energy simulation:0.75;energyplus:0.75;grey-box:1.50;appl:0.75;bayesian:1.50;combined:0.75;discrete-time:0.75;donnell:0.75;eng:0.75;finite:0.75;grey-box model:0.75;advanced:0.75;classification:0.75;convolutional:0.75;crop:0.75;data-driven:0.75;data-driven model:0.75;data-driven models:0.75;deep learning:0.75,greybox;blackbox,thermal dynamics;linear model;simplified;lstm;deep learning;physics-based;state space;nn;rnn;state-space;thermal model;grey-box;reduced-order;appl;donnell;crawley;pde;pinn;advanced;hh;mlp;neighbor;neural network;perceptron;physics-informed;recurrent;estimation;fault detection;state-space models;rc;rc model;rnns;data-driven,NM,NM,NM,NM,NM,NM,optimal_control;mathematical_programming,comfort;iaq_infection,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring;retrofit,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,subhourly,preamble:22S;preamble:510S;preamble:1140S;preamble:207H;preamble:120023S;preamble:122693H;preamble:120054S;preamble:115147S;preamble:1258S;preamble:1217H;preamble:10min;preamble:10min;preamble:10min;preamble:6h;preamble:52.55s;preamble:100H;preamble:annual,bayesian;deep learning;initialization;iteratively;management;pre-defined;real-time;sampled;schedule;setpoints;stochastic;uncertainty;via,electric_load;electric_use;occupancy;operation_schedules;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2023.121165,10.1016/j.apenergy.2023.121165,2023,Building thermal modeling and model predictive control with physically consistent deep learning for decarbonization and energy optimization,Applied Energy,True,True,both
10.1016_j.apenergy.2023.121364.json,building_model;occupancy_model,whitebox;greybox;blackbox,building simulations:0.75;co-simulation:0.75;crawley:0.75;energyplus:0.75;high-fidelity:0.75;lawrie:0.75;matlab:0.75;open-source:0.75;physics-based:1.50;physics-based models:1.50;appl:0.75;combined:0.75;filter:1.50;integrated:0.75;novel:0.75;two-stage:0.75;advanced:0.75;boosting:0.75;classification:0.75;data-driven:0.75;data-driven model:0.75;developing:0.75;estimation:0.75;estimator:0.75;leveraging:0.75,whitebox,energyplus,NM,NM,NM,NM,NM,NM,reinforcement_learning,NM,NM,NM,NM,NM,NM,comfort;iaq_infection,NM,NM,NM,NM,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring,15_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:719S;preamble:2022S;preamble:3526S;preamble:194S;preamble:173S;preamble:242S;preamble:668S;preamble:635S;preamble:2014S;preamble:2019S;preamble:2017S;preamble:2019S;preamble:2019S;preamble:2019S;preamble:12H;preamble:2020H;preamble:3/s;preamble:3/min;preamble:3/s;preamble:2min;preamble:8h;preamble:35s;preamble:719S;preamble:3526S;preamble:194S;preamble:173S;preamble:242S;preamble:668S;preamble:635S;preamble:1406.5979S;preamble:12H;preamble:15-min;preamble:annual,adjust;deterministic;explicit;exploration;feedback;initialization;initialize;iteration;management;nature;occupancy;occupancy patterns;schedule;setpoints;stochastic;update;updated;via,electric_load;electric_use;internal_gains;occupancy;weather,15_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.apenergy.2023.121364,10.1016/j.apenergy.2023.121364,2023,"Performance, robustness, and portability of imitation-assisted reinforcement learning policies for shading and natural ventilation control",Applied Energy,True,True,both
10.1016_j.apenergy.2023.121454.json,building_model;system_model,greybox;blackbox,continuous-time:1.50;grey-box:1.50;open-source:0.75;python:0.75;appl:0.75;combined:0.75;describe:0.75;eng:0.75;integrated:0.75;mathematical:0.75;novel:0.75;rc:0.75;advanced:0.75;data-driven:0.75;data-driven model:0.75;estimation:0.75;estimator:0.75;machine learning:0.75,greybox,simplified;rc;describe;rc model;novel;python;thermal dynamics;thermal model;state-space,greybox,rc,NM,NM,NM,NM,optimal_control;mathematical_programming;heuristic_metaheuristic,cost;comfort;demand_response;energy,NM,optimal_control,comfort;cost,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,unnecessary energy use,False,preamble: the actual occupancy of the individual rooms. this leads to unnecessary energy use in unoccupied periods. 56% of the energy consumed by buildi,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,subhourly,preamble:107830S;preamble:79H;preamble:62S;preamble:16h;preamble:24h;preamble:24h;preamble:15min;preamble:2021.107830S;preamble:12.009S;preamble:weekly;preamble:annual,adjust;explicit;get;iteratively;management;occupancy;regular;schedule;scheduled;updating,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model;system_model,10.1016/j.apenergy.2023.121454,10.1016/j.apenergy.2023.121454,2023,Occupant-oriented demand response with multi-zone thermal building control,Applied Energy,True,True,both
10.1016_j.apenergy.2023.121502.json,building_model;system_model,whitebox;greybox;blackbox,black-box:1.50;black-box models:0.75;energyplus:0.75;grey-box:1.50;grey-box model:1.50;language:0.75;modelica:0.75;python:0.75;system simulation:0.75;trnsys:0.75;appl:0.75;black-box modeling:0.75;combined:0.75;dispatch:0.75;eng:0.75;filter:1.50;gray-box:0.75;autoregressive:0.75;data mining:0.75;data-driven:0.75;data-driven approach:0.75;data-driven models:0.75;developing:0.75;elimination:0.75;ensemble:0.75;estimation:0.75,whitebox;greybox;blackbox,grey-box;white-box;data-driven;energyplus;trnsys;thermal model;simplified,NM,NM,NM,NM,NM,NM,optimal_control,demand_response,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring;retrofit,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,,NM,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,subhourly,preamble:712H;preamble:154S;preamble:2574S;preamble:4064H;preamble:2017S;preamble:30min;preamble:30min;preamble:1h;preamble:15min;preamble:4h;preamble:15min;preamble:15min;preamble:2h;preamble:30min;preamble:30min;preamble:1h;preamble:15min;preamble:15min;preamble:15min;preamble:30min;preamble:1h;preamble:3h;preamble:00h;preamble:15min;preamble:30min;preamble:1h;preamble:15min;preamble:1h;preamble:00h;preamble:00h;preamble:00h;preamble:00h;preamble:17h;preamble:00h;preamble:00h;preamble:00h;preamble:15min;preamble:4h;preamble:154S;preamble:2574S;preamble:2014.7040020H;preamble:2017S;preamble:daily,adjust;deterministic;management;occupancy;profile;real-time;schedule;scheduled;stochastic;uncertainty,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,NM,10.1016/j.apenergy.2023.121502,10.1016/j.apenergy.2023.121502,2023,Demand-side energy flexibility estimation for day-ahead models,Applied Energy,True,True,both
10.1016_j.apenergy.2023.121921.json,building_model;system_model,whitebox;greybox;blackbox,energyplus:0.75;grey-box:1.50;ice:0.75;library:0.75;physical models:0.75;reduced-order:0.75;theater:0.75;white-box:0.75;appl:0.75;convers:0.75;describe:0.75;donnell:0.75;eng:0.75;gray-box:0.75;hybrid:0.75;integrated:0.75;lyapunov:0.75;ann:0.75;data-driven:0.75;data-driven approach:0.75;data-driven model:0.75;deep learning:0.75;dnn:0.75;estimation:0.75;forecasting:0.75;gaussian process:0.75;leveraging:0.75,greybox;blackbox,regression;data-driven;estimation;appl;donnell;grey-box;reduced-order;mathematical;zheng;machine learning;describe;dnn;neural network;thermal dynamics;theater;data-driven approach;thermal model,NM,NM,NM,NM,NM,NM,optimal_control,iaq_infection;energy;comfort;cost;demand_response,NM,optimal_control,NM,NM,NM,NM,NM,NM,NM,NM,benchmarking;energy flexibility;mpc;operation performance analysis;performance monitoring;retrofit,daily;hourly;monthly;subhourly;yearly,subhourly,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,,False,,,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,subhourly,preamble:105067S;preamble:2200H;preamble:135S;preamble:113920S;preamble:1s;preamble:15min;preamble:15min;preamble:24h;preamble:24h;preamble:15min;preamble:15min;preamble:15min;preamble:24h;preamble:86min;preamble:5.7h;preamble:1.3h;preamble:6.7h;preamble:9.2h;preamble:5.1h;preamble:105067S;preamble:2200H;preamble:135S;preamble:113920S;preamble:hourly;preamble:daily,adjust;deep learning;explicit;iteration;management;occupancy;occupancy patterns;real-time;regular;schedule;setpoints;stochastic;uncertainty;update;updated;via,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,yes,building_model,10.1016/j.apenergy.2023.121921,10.1016/j.apenergy.2023.121921,2023,Data-driven online energy management framework for HVAC systems: An experimental study,Applied Energy,True,True,both
